Domain description,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
PF01833 IPT/TIG domain,2,7,853,2004,0.67,0.7057657606503376,0.15,A0A8V0ZNY6 A0A8V1A3N1
PF01835 MG2 domain,8,11,853,2004,1.71,0.06316389223972149,1.2,A0A8V0X8L8 A0A8V0ZTX8 A0A8V0X5U5 A0A8V1AM71 A0A8V0ZKM2 A0A8V1AAP1 A0A8V0ZKI9 A0A8V0XH43
PF01979 Amidohydrolase family,2,4,853,2004,1.17,1.0,-0.0,A0A3Q2UHG8 A0A8V0Z6R7
PF02177 Amyloid A4 N-terminal heparin-binding,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0ZWX1 A0A8V1A108
PF02197 Regulatory subunit of type II PKA R-subunit,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0Z8R3 A0A8V1ACT0
PF02210 Laminin G domain,2,13,853,2004,0.36,0.051861433970322474,1.29,A0A8V0ZTP1 A0A8V0Z8V4
PF02221 ML domain,2,4,853,2004,1.17,1.0,-0.0,A0A8V0Z086 A0A8V0YAR4
PF02351 GDNF/GAS1 domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0Y999 A0A8V0YGL6
"PF02359 Cell division protein 48 (CDC48), N-terminal domain",2,2,853,2004,2.35,0.18105476515816474,0.74,A0A1D5NTY5 A0A8V0ZZU2
PF02412 Thrombospondin type 3 repeat,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0Y413 A0A8V0ZHF5
"PF02518 Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2,4,853,2004,1.17,1.0,-0.0,A0A1D5PPN9 A0A1D5PUL6
PF02736 Myosin N-terminal SH3-like domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V1AHP5 A0A1D5PM19
"PF02770 Acyl-CoA dehydrogenase, middle domain",5,9,853,2004,1.31,0.5080464980841031,0.29,A0A8V0Y4M6 A0A8V0X3M7 A0A8V0ZT56 A0A8V0ZTF7 F1NEF6
"PF02771 Acyl-CoA dehydrogenase, N-terminal domain",5,9,853,2004,1.31,0.5080464980841031,0.29,A0A8V0Y4M6 A0A8V0X3M7 A0A8V0ZT56 A0A8V0ZTF7 F1NEF6
"PF02798 Glutathione S-transferase, N-terminal domain",2,8,853,2004,0.59,0.4791302539083443,0.32,A0A8V0X0T6 A0A8V1AHJ8
"PF02803 Thiolase, C-terminal domain",2,4,853,2004,1.17,1.0,-0.0,A0A8V0XE68 A0A8V0YB71
PF02824 TGS domain,3,4,853,2004,1.76,0.3183489083796887,0.5,A0A8V0ZG43 A0A8V0YQC4 F1NIK3
"PF02836 Glycosyl hydrolases family 2, TIM barrel domain",2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0Z1E9 A0A1L1RSD2
"PF02864 STAT protein, DNA binding domain",2,4,853,2004,1.17,1.0,-0.0,A0A8V1A7R0 A0A8V0YFT7
"PF02865 STAT protein, protein interaction domain",2,4,853,2004,1.17,1.0,-0.0,A0A8V1A7R0 A0A8V0YFT7
"PF02866 lactate/malate dehydrogenase, alpha/beta C-terminal domain",3,6,853,2004,1.17,0.7039382187930039,0.15,E1BVT3 E1BTT8 P00337
"PF02874 ATP synthase alpha/beta family, beta-barrel domain",5,6,853,2004,1.96,0.08953022939640815,1.05,F1NBW2 A0A8V1A624 A0A1D5PP57 A0A8V1AAC8 A0A1D5PN54
PF02883 Adaptin C-terminal domain,2,6,853,2004,0.78,1.0,-0.0,A0A1D5PXH0 A0A8V0Y079
"PF02886 LBP / BPI / CETP family, C-terminal domain",5,9,853,2004,1.31,0.5080464980841031,0.29,A0A8V0YSC2 A0A8V0YRQ0 A0A8V0Z419 A0A1D5PT25 A0A8V0YR09
PF02893 GRAM domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0YFF0 A0A8V1AFC3
"PF02933 Cell division protein 48 (CDC48), domain 2",2,2,853,2004,2.35,0.18105476515816474,0.74,A0A1D5NTY5 A0A8V0ZZU2
PF02991 Autophagy protein Atg8 ubiquitin like,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0Y7Y9 A0A1D5PFR7
PF03024 Folate receptor family,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0XDM2 A0A1D5NYI4
PF03028 Dynein heavy chain region D6 P-loop domain ,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
PF03129 Anticodon binding domain,4,5,853,2004,1.88,0.17022039659323007,0.77,A0A3Q2TSP8 A0A8V0YH08 A0A8V0YQC4 A0A8V1AAU9
PF03143 Elongation factor Tu C-terminal domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A1D5PYQ3 A0A8V0XBW1
PF03144 Elongation factor Tu domain 2,6,7,853,2004,2.01,0.046693878989259,1.33,A0A1D5PS29 A0A1D5PYQ3 A0A8V0XBW1 Q5ZMS3 A0A8V0Z083 P84172
PF03372 Endonuclease/Exonuclease/phosphatase family,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0XCX4 A0A8V0ZQS2
PF03567 Sulfotransferase family,2,9,853,2004,0.52,0.3162751487320091,0.5,Q76KB2 A0A8V0Y664
PF03815 LCCL domain,2,4,853,2004,1.17,1.0,-0.0,A0A8V0XGV7 A0A8V0YKF2
"PF03947 Ribosomal Proteins L2, C-terminal domain",2,2,853,2004,2.35,0.18105476515816474,0.74,F1NIX0 A0A8V0Z865
PF03953 Tubulin C-terminal domain,7,10,853,2004,1.64,0.10840115855711688,0.96,A0A8V1AEW4 F1NWX0 P32882 P09644 P09244 A0A8V0ZQ95 A0A1D5NU82
PF04548 AIG1 family,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V1AFY1 A0A8V1AA89
PF04810 Sec23/Sec24 zinc finger,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0Z7B5 A0A3Q2UGR5
PF04811 Sec23/Sec24 trunk domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0Z7B5 A0A3Q2UGR5
PF04815 Sec23/Sec24 helical domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0Z7B5 A0A3Q2UGR5
PF04969 CS domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0YCC2 A0A3Q2U7H6
PF05193 Peptidase M16 inactive domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0YZL1 A0A8V1A3B4
PF05221 S-adenosyl-L-homocysteine hydrolase,3,3,853,2004,2.35,0.07696184073367646,1.11,A0A8V1A1S6 A0A8V0XM35 A0A1D5PNB8
PF05670 NFACT protein RNA binding domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A3Q2UCS5 A0A8V0Z307
PF05825 Beta-microseminoprotein (PSP-94),2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0ZWT8 A0A8V0ZAS0
"PF06017 Unconventional myosin tail, actin- and lipid-binding",3,5,853,2004,1.41,0.6563138788420577,0.18,A0A1D5P0X0 A0A8V0YG88 A0A8V0ZQP1
PF06427 UDP-glucose:Glycoprotein Glucosyltransferase,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0XQS7 A0A8V0ZW46
PF06456 Arfaptin-like domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0X678 A0A1D5P997
PF07474 G2F domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0ZAP5 A0A8V0ZBR8
PF07546 EMI domain,3,3,853,2004,2.35,0.07696184073367646,1.11,A0A8V0Y290 A0A8V0Y0F3 A0A8V0X207
PF07645 Calcium-binding EGF domain,10,25,853,2004,0.94,0.8415748964660852,0.07,A0A8V0YSB2 A0A8V0ZBR8 A0A8V0YDT4 A0A8V1A9U7 A0A8V0Y413 A0A8V0YE20 A0A8V0XPE8 A0A8V0ZAP5 A0A8V0XRN3 A0A8V0Y1R9
PF07647 SAM domain (Sterile alpha motif),2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V1A535 A0A1D5NWP2
PF07648 Kazal-type serine protease inhibitor domain,5,15,853,2004,0.78,0.6032674563805456,0.22,A0A8V0ZJH8 A0A1D5PJN7 A0A1D5NZN4 A0A8V0YMR1 A0A8V1A1C6
PF07653 Variant SH3 domain,2,10,853,2004,0.47,0.2046523609058734,0.69,A0A8V1AAH7 A0A1L1RP76
PF07654 Immunoglobulin C1-set domain,4,11,853,2004,0.85,0.7676540343231811,0.11,A0A8V0XHB9 P01875 A0A8V0XEJ0 A0A8V0X8D5
PF07677 A-macroglobulin receptor binding domain,8,12,853,2004,1.57,0.1402985525211135,0.85,A0A8V0X8L8 A0A8V0ZTX8 A0A8V0X5U5 A0A8V1AM71 A0A8V0ZKM2 A0A8V1AAP1 A0A8V0ZKI9 A0A8V0XH43
PF07679 Immunoglobulin I-set domain,19,41,853,2004,1.09,0.6351463181819088,0.2,A0A8V0ZI29 A0A3Q3A4U3 A0A8V0ZAP5 A0A8V0YXG4 A0A8V0YDT5 A0A8V1A0H5 A0A8V0YMR1 A0A8V0X5B9 A0A8V0YUF6 A0A8V0ZKS6 A0A8V0Z697 A0A8V0Z888 A0A8V0YRN1 A0A8V0Z2J4 A0A8V0ZGF6 A0A8V1AB05 A0A8V0XX41 A0A8V0Z153 A0A8V1A3I2
PF07686 Immunoglobulin V-set domain,15,37,853,2004,0.95,0.8677614223236756,0.06,A0A8V0ZZD4 A0A8V0ZZJ1 A0A8V0YLX0 A0A8V1A3D7 A0A8V0XHB9 A0A8V0XZV7 A0A8V0ZQJ4 A0A8V0ZZH6 F1NJI3 A0A8V0X829 A0A8V0XZ15 A0A8V0ZVP0 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
PF07703 Alpha-2-macroglobulin bait region domain,8,12,853,2004,1.57,0.1402985525211135,0.85,A0A8V0X8L8 A0A8V0ZTX8 A0A8V0X5U5 A0A8V1AM71 A0A8V0ZKM2 A0A8V1AAP1 A0A8V0ZKI9 A0A8V0XH43
PF07714 Protein tyrosine and serine/threonine kinase,7,22,853,2004,0.75,0.3878587674424869,0.41,A0A8V1A3N1 A0A8V1A9R2 A0A1D5PT01 A0A8V0YW12 A0A8V0ZPH9 A0A8V0YRG2 A0A8V0X5B9
PF07810 TMC domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0ZFR8 A0A8V0Z9W5
PF07973 Threonyl and Alanyl tRNA synthetase second additional domain,2,4,853,2004,1.17,1.0,-0.0,A0A8V0YQC4 A0A8V0ZEK6
PF07974 EGF-like domain,4,4,853,2004,2.35,0.03269243609391583,1.49,A0A1D5NTR5 A0A8V0Y132 A0A8V1AAN6 A0A8V0XMT9
PF07992 Pyridine nucleotide-disulphide oxidoreductase,2,6,853,2004,0.78,1.0,-0.0,A0A8V0ZHY3 A0A8V0YWM3
PF08033 Sec23/Sec24 beta-sandwich domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0Z7B5 A0A3Q2UGR5
PF08205 CD80-like C2-set immunoglobulin domain ,2,5,853,2004,0.94,1.0,-0.0,P01875 A0A8V0XEJ0
PF08246 Cathepsin propeptide inhibitor domain (I29),2,3,853,2004,1.57,0.5784969609597477,0.24,F1NYJ1 A0A8V1AFH0
PF08266 Cadherin-like,5,6,853,2004,1.96,0.08953022939640815,1.05,A0A8V0Y478 A0A8V0YA04 A0A8V0YHL6 A0A8V0Y103 A0A8V0Y969
PF08513 LisH,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0Y9B4 A0A8V1AJB6
PF08686 PLAC (protease and lacunin) domain,6,6,853,2004,2.35,0.005887189782547271,2.23,A0A8V0YUF6 A0A8V0YRN1 A0A1D5NZ82 A0A8V0ZGF6 A0A8V0ZRN1 A0A8V0ZA56
PF08726 Ca2+ insensitive EF hand,3,4,853,2004,1.76,0.3183489083796887,0.5,A0A8V0ZD41 A0A8V1A9H2 A0A8V0Y5A6
"PF09172 Vitellinogen, open beta-sheet",3,6,853,2004,1.17,0.7039382187930039,0.15,A0A8V0ZG90 A0A8V0XV56 A0A8V0ZF17
"PF09175 Vitellinogen, beta-sheet shell",2,5,853,2004,0.94,1.0,-0.0,A0A8V0ZG90 A0A8V0ZF17
PF09258 Glycosyl transferase family 64 domain,4,4,853,2004,2.35,0.03269243609391583,1.49,F1NGB8 A0A8V0Y8L6 A0A8V0ZXC9 A0A8V0ZBJ8
PF09325 Vps5 C terminal like,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0XJG4 A0A1L1S0C5
PF11838 ERAP1-like C-terminal domain,4,7,853,2004,1.34,0.46781981056880984,0.33,A0A8V0Y1W6 A0A8V0XA92 A0A8V0ZZ05 O57579
PF12661 Human growth factor-like EGF,2,8,853,2004,0.59,0.4791302539083443,0.32,A0A8V0Z8V4 A0A8V0ZXI1
PF12662 Complement Clr-like EGF-like,4,11,853,2004,0.85,0.7676540343231811,0.11,A0A8V1A9U7 A0A8V0ZAP5 A0A8V0YXI9 A0A8V0YDT4
PF12774 Hydrolytic ATP binding site of dynein motor region,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
PF12775 P-loop containing dynein motor region,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
PF12777 Microtubule-binding stalk of dynein motor,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
PF12780 P-loop containing dynein motor region D4,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
PF12781 ATP-binding dynein motor region,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
"PF12924 Copper-binding of amyloid precursor, CuBD",2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0ZWX1 A0A8V1A108
PF12925 E2 domain of amyloid precursor protein,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0ZWX1 A0A8V1A108
PF12937 F-box-like,2,4,853,2004,1.17,1.0,-0.0,A0A8V0ZH27 A0A8V0Z687
PF12947 EGF domain,2,6,853,2004,0.78,1.0,-0.0,A0A8V0ZHF5 A0A8V0ZBR8
PF13202 EF hand,4,8,853,2004,1.17,0.7296050695779182,0.14,A0A8V0YMR1 A0A1D5P4Z5 Q5ZKE5 A0A8V1AGD6
PF13242 HAD-hyrolase-like,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0YH66 F1NC58
PF13344 Haloacid dehalogenase-like hydrolase,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0YH66 F1NC58
PF13364 Beta-galactosidase jelly roll domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0YZJ3 A0A8V0ZI47
PF13393 Histidyl-tRNA synthetase,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0YH08 A0A8V0ZSX6
PF13405 EF-hand domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A1L1RM08 A0A1D5P4Z5
PF13445 RING-type zinc-finger,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0YPH9 A0A8V1AJ90
PF13469 Sulfotransferase family,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A3Q2UD60 A0A8V0ZX23
PF13499 EF-hand domain pair,10,22,853,2004,1.07,0.8302512180265131,0.08,A0A8V0X5A1 A0A8V1A9H2 F1NCA2 A0A3Q2TTG3 A0A3Q3B0H3 A0A1D5P2H5 Q5ZKE5 F1NHD8 Q5ZM44 A0A8V0ZZL0
PF13768 von Willebrand factor type A domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0YZ82 A0A8V0YWW6
PF13833 EF-hand domain pair,2,5,853,2004,0.94,1.0,-0.0,A0A1L1RM08 A0A8V0XAS9
PF13896 Glycosyl-transferase for dystroglycan,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0ZFH4 A0A8V0YYQ9
"PF13920 Zinc finger, C3HC4 type (RING finger)",2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0ZNT4 A0A8V0YRF2
PF13927 Immunoglobulin domain,15,32,853,2004,1.1,0.719141604182611,0.14,A0A8V0YUF6 A0A8V1A3I2 A0A8V0XX41 A0A3Q3A4U3 A0A8V0ZAP5 A0A8V0YXG4 A0A8V0YDT5 A0A8V0ZGF6 A0A1D5PJN7 A0A8V0Z888 A0A8V0YMR1 P17790 A0A8V0Y4G8 A0A8V0ZDW7 A0A8V0X5B9
PF14306 PUA-like domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0ZJD3 A0A8V0XTM2
"PF14492 Elongation Factor G, domain III",2,3,853,2004,1.57,0.5784969609597477,0.24,A0A1D5PS29 A0A8V0Z083
PF14575 Ephrin type-A receptor 2 transmembrane domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0ZPH9 A0A8V0YRG2
PF14604 Variant SH3 domain,4,17,853,2004,0.55,0.14099868947462957,0.85,A0A8V0XZQ1 A0A8V0ZG64 A0A1D5PC37 A0A8V0X8U3
PF14670 Coagulation Factor Xa inhibitory site,8,17,853,2004,1.11,0.8068836333291118,0.09,A0A8V0ZKI8 A0A8V0YSB2 A0A8V1A9U7 A0A8V0YE20 A0A8V1A9A7 A0A8V0Y070 A0A8V0ZF83 P25155
PF14874 Flagellar-associated PapD-like,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0X8Z6 A0A8V0ZLV6
PF15057 Domain of unknown function (DUF4537),2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0YZ82 A0A8V0ZEU9
PF15711 Interleukin-like EMT inducer,2,7,853,2004,0.67,0.7057657606503376,0.15,A0A8V0ZYN6 A0A8V0ZR84
"PF15780 Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0YYD5 A0A8V0ZT48
PF16450 Proteasomal ATPase OB C-terminal domain,4,4,853,2004,2.35,0.03269243609391583,1.49,A0A8V0Z3K2 A0A8V0ZH96 A0A1L1RP66 F1NU79
PF16470 Peptidase S8 pro-domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0X4D8 A0A8V0ZA56
PF16746 BAR domain of APPL family,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0YBR8 A0A8V0X8U3
PF17771 ADAMTS cysteine-rich domain 2,3,7,853,2004,1.01,1.0,-0.0,A0A8V0Y1A4 A0A8V0Z9B8 A0A1D5NZ82
PF17789 Macroglobulin domain MG4,7,10,853,2004,1.64,0.10840115855711688,0.96,A0A8V0X8L8 A0A8V0ZTX8 A0A8V1AM71 A0A8V0ZKM2 A0A8V1AAP1 A0A8V0ZKI9 A0A8V0XH43
PF17790 Macroglobulin domain MG1,3,3,853,2004,2.35,0.07696184073367646,1.11,A0A8V1AM71 A0A8V0X8L8 A0A8V0XH43
PF17791 Macroglobulin domain MG3,7,9,853,2004,1.83,0.04248131466981346,1.37,A0A8V0X8L8 A0A8V0ZTX8 A0A8V0X5U5 A0A8V0ZKM2 A0A8V1AAP1 A0A8V0ZKI9 A0A8V0XH43
PF17852 Dynein heavy chain AAA lid domain,8,9,853,2004,2.09,0.00593472806557203,2.23,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V1A4F4 A0A8V1AM51
PF17857 AAA+ lid domain,7,8,853,2004,2.06,0.01256483467553538,1.9,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0X370 A0A8V1A4F4 A0A8V1AM51
PF17862 AAA+ lid domain,8,14,853,2004,1.34,0.2892212401367067,0.54,A0A8V0Z3K2 A0A1D5NTY5 A0A8V0Y2X7 F1NU79 A0A8V0Y9B4 A0A8V0ZZU2 A0A1L1RP66 A0A8V0ZH96
PF17900 Peptidase M1 N-terminal domain,5,9,853,2004,1.31,0.5080464980841031,0.29,A0A8V0XA92 A0A8V0Y1W6 A0A8V0ZZ05 A0A8V1A0A4 O57579
PF17902 SH3 domain,2,4,853,2004,1.17,1.0,-0.0,A0A8V0Z0W8 A0A8V0Y4B7
PF18198 Dynein heavy chain AAA lid domain,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
PF18199 Dynein heavy chain C-terminal domain,9,11,853,2004,1.92,0.011671935912221808,1.93,A0A8V0Y8G8 A0A8V0XSB0 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V0YRF1 A0A8V0X370 A0A8V0XK27 A0A8V1A4F4 A0A8V1AM51
PF18373 Spectrin like domain,2,4,853,2004,1.17,1.0,-0.0,A0A8V0Y0I0 A0A8V0Y4B7
PF18400 Thioredoxin-like domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0XQS7 A0A8V0ZW46
PF18401 Thioredoxin-like domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0XQS7 A0A8V0ZW46
PF18402 Thioredoxin-like domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0XQS7 A0A8V0ZW46
PF18403 Thioredoxin-like domain,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0XQS7 A0A8V0ZW46
PF18404 Glucosyltransferase 24,2,2,853,2004,2.35,0.18105476515816474,0.74,A0A8V0XQS7 A0A8V0ZW46
PF19018 Vanin C-terminal domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0XM46 E1C3J7
PF19028 Spondin-like TSP1 domain,2,5,853,2004,0.94,1.0,-0.0,A0A1D5PVD0 A0A8V1A583
PF19030 Thrombospondin type 1 domain,7,13,853,2004,1.27,0.4156571755313873,0.38,A0A8V0YUF6 A0A8V0YRN1 A0A8V0Y1A4 A0A1D5NZ82 A0A8V0Z9B8 A0A8V0ZGF6 A0A8V0ZRN1
PF19035 CCN3 Nov like TSP1 domain,2,3,853,2004,1.57,0.5784969609597477,0.24,A0A8V0ZE58 A0A8V0YMS7
PF19236 ADAMTS cysteine-rich domain,7,11,853,2004,1.5,0.22128325768176443,0.66,A0A8V0YUF6 A0A8V0YRN1 A0A8V0Y1A4 A0A1D5NZ82 A0A8V0Z9B8 A0A8V0ZGF6 A0A8V0ZRN1
