Domain description,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
PF12661 Human growth factor-like EGF,4,8,636,2004,1.58,0.2732275339711408,0.56,A0A8V0ZUU4 A0A8V0Z8V4 A0A8V0Z3Q9 A0A1D5PHP9
PF12662 Complement Clr-like EGF-like,4,11,636,2004,1.15,0.7507399333088924,0.12,A0A8V0ZAP5 A0A8V0Y357 A0A8V0YIR4 A0A8V0YDT4
PF12947 EGF domain,3,6,636,2004,1.58,0.38911916799473983,0.41,A0A8V0Y357 A0A8V0ZHF5 A0A8V0ZBR8
PF13202 EF hand,5,8,636,2004,1.97,0.11900293674291638,0.92,A0A8V0XJW9 A0A8V0ZZ91 A0A8V0YMR1 A0A1D5P4Z5 A0A8V1AGD6
PF13242 HAD-hyrolase-like,2,3,636,2004,2.1,0.23811302792526792,0.62,A0A8V0YH66 F1NC58
PF13344 Haloacid dehalogenase-like hydrolase,2,3,636,2004,2.1,0.23811302792526792,0.62,A0A8V0YH66 F1NC58
PF13364 Beta-galactosidase jelly roll domain,2,3,636,2004,2.1,0.23811302792526792,0.62,A0A8V0YZJ3 A0A8V0ZI47
PF13385 Concanavalin A-like lectin/glucanases superfamily,2,2,636,2004,3.15,0.1006125542225794,1.0,A0A8V0XM98 A0A8V0X7X5
PF13405 EF-hand domain,2,3,636,2004,2.1,0.23811302792526792,0.62,A0A1L1RM08 A0A1D5P4Z5
"PF13410 Glutathione S-transferase, C-terminal domain",2,3,636,2004,2.1,0.23811302792526792,0.62,A0A8V1AGW0 A0A8V0YHF3
"PF13417 Glutathione S-transferase, N-terminal domain",2,3,636,2004,2.1,0.23811302792526792,0.62,A0A8V1AGW0 A0A8V0ZJE0
PF13499 EF-hand domain pair,10,22,636,2004,1.43,0.17207427581928064,0.76,F1NCA2 A0A3Q2TTG3 A0A3Q3B0H3 A0A8V0XEJ2 A0A1D5P2H5 A0A8V0XGU8 F1NHD8 A0A8V0ZZ91 Q5ZM44 A0A8V0ZZL0
PF13561 Enoyl-(Acyl carrier protein) reductase,2,5,636,2004,1.26,0.6552174647980384,0.18,Q5ZKQ2 A0A8V0YS74
PF13774 Regulated-SNARE-like domain,2,2,636,2004,3.15,0.1006125542225794,1.0,Q5ZJW4 A0A1D5PH43
PF13833 EF-hand domain pair,2,5,636,2004,1.26,0.6552174647980384,0.18,A0A1L1RM08 A0A8V0XGU8
PF13882 Bravo-like intracellular region,2,2,636,2004,3.15,0.1006125542225794,1.0,Q03696 A0A1D5PBZ8
PF13927 Immunoglobulin domain,14,32,636,2004,1.38,0.17870019536999515,0.75,A0A1D5P4S3 A0A8V0YUF6 A0A8V0YYZ7 A0A8V0Z7E5 A0A8V0XX41 A0A8V0ZAP5 A0A8V0ZGF6 A0A8V0YDT5 A0A1D5PBZ8 Q8AV58 Q03696 A0A8V0YMR1 A0A8V0ZDW7 A0A8V1A3I2
PF14306 PUA-like domain,2,2,636,2004,3.15,0.1006125542225794,1.0,A0A8V0ZJD3 A0A8V0XTM2
"PF14497 Glutathione S-transferase, C-terminal domain",3,6,636,2004,1.58,0.38911916799473983,0.41,A0A1D5NT70 A0A8V0X7B2 A0A8V0ZJE0
PF14560 Ubiquitin-like domain,2,3,636,2004,2.1,0.23811302792526792,0.62,A0A8V1A4X0 A0A8V1AGD6
PF14604 Variant SH3 domain,3,17,636,2004,0.56,0.2969222132130058,0.53,A0A8V0Y8B2 A0A8V1AKR7 A0A8V0X8U3
PF14670 Coagulation Factor Xa inhibitory site,8,17,636,2004,1.48,0.19356459081390381,0.71,A0A8V0ZKI8 A0A8V0YIR4 A0A8V0YE20 A0A8V0Y070 A0A8V0Y6D2 A0A8V0YID0 A0A8V0ZF83 P25155
PF15711 Interleukin-like EMT inducer,4,7,636,2004,1.8,0.21800677189720286,0.66,A0A8V0XAC3 A0A8V0YL67 A0A8V0YGM5 E1C5S9
PF16184 Cadherin-like,2,3,636,2004,2.1,0.23811302792526792,0.62,A0A8V0YQU2 A0A8V0XS21
PF16450 Proteasomal ATPase OB C-terminal domain,2,4,636,2004,1.58,0.595859299398018,0.22,F1NU79 A0A8V0ZH96
PF16470 Peptidase S8 pro-domain,3,3,636,2004,3.15,0.03186231737113419,1.5,A0A8V0YDL8 A0A8V0X4D8 A0A8V0ZA56
PF16489 GPCR-Autoproteolysis INducing (GAIN) domain,3,4,636,2004,2.36,0.0972111182166596,1.01,A0A8V0X9Y5 A0A1D5PDV9 A0A8V0ZUU4
PF16746 BAR domain of APPL family,2,2,636,2004,3.15,0.1006125542225794,1.0,A0A8V0YBR8 A0A8V0X8U3
PF17771 ADAMTS cysteine-rich domain 2,3,7,636,2004,1.35,0.6859676662222065,0.16,A0A8V0Y1A4 A0A8V0ZCF7 A0A1D5NZ82
PF17789 Macroglobulin domain MG4,3,10,636,2004,0.95,1.0,-0.0,A0A8V0ZKM2 A0A8V0ZJW3 A0A8V0ZTX8
PF17791 Macroglobulin domain MG3,4,9,636,2004,1.4,0.4769574589962002,0.32,A0A8V0X5U5 A0A8V0ZKM2 A0A8V0ZJW3 A0A8V0ZTX8
PF17862 AAA+ lid domain,3,14,636,2004,0.68,0.5680078487431302,0.25,A0A8V0Y9B4 A0A8V0ZH96 F1NU79
PF17887 Jak1 pleckstrin homology-like domain,2,2,636,2004,3.15,0.1006125542225794,1.0,A0A8V1A9R2 A0A8V0ZSN8
PF17900 Peptidase M1 N-terminal domain,4,9,636,2004,1.4,0.4769574589962002,0.32,A0A8V0Y1W6 A0A8V0XA92 A0A8V0Y6Q3 A0A1L1RVF4
PF18377 FERM F2 acyl-CoA binding protein-like domain,2,2,636,2004,3.15,0.1006125542225794,1.0,A0A8V1A9R2 A0A8V0ZSN8
PF18379 FERM F1 ubiquitin-like domain,2,2,636,2004,3.15,0.1006125542225794,1.0,A0A8V1A9R2 A0A8V0ZSN8
PF18452 Immunoglobulin domain,2,4,636,2004,1.58,0.595859299398018,0.22,A0A1D5P4S3 A0A8V1ACD6
PF19028 Spondin-like TSP1 domain,2,5,636,2004,1.26,0.6552174647980384,0.18,A0A1D5PVD0 A0A8V0XVV0
PF19030 Thrombospondin type 1 domain,7,13,636,2004,1.7,0.13011611441573212,0.89,A0A8V0YUF6 A0A8V0XVV0 A0A8V0YRN1 A0A8V0Y1A4 A0A1D5NZ82 A0A8V0ZGF6 A0A8V0ZCF7
PF19236 ADAMTS cysteine-rich domain,6,11,636,2004,1.72,0.11373566116519583,0.94,A0A8V0YUF6 A0A8V0YRN1 A0A8V0Y1A4 A0A1D5NZ82 A0A8V0ZGF6 A0A8V0ZCF7
