Protein accession	Protein description	Gene name	Coverage [%]	Peptides	Razor + unique peptides	Unique peptides	Intensity G1	Intensity G2	Intensity G3	G1	G2	G3	G2/G1 Ratio	G3/G1 Ratio	G2/G3 Ratio
A0A3Q2UAP0	Thymosin beta OS=Gallus gallus OX=9031 GN=TMSB4Y PE=3 SV=1	TMSB4Y	15.56	1	1	1.0	34684.9	49886.9	29100.0	0.9153959029416268	1.3166035903363895	0.7680005067219838	1.4382887077662037	0.8389818047623029	1.7143264604810997
A0A3Q2UB30	TNF receptor-associated factor OS=Gallus gallus OX=9031 GN=TRAF3 PE=3 SV=1	TRAF3	1.72	1	1	1.0			14583.7			1.0			
A0A3Q2UCF3	Eukaryotic translation initiation factor 3 subunit G OS=Gallus gallus OX=9031 GN=EIF3G PE=3 SV=1	EIF3G	5.26	1	1	1.0		6137.58			1.0				
A0A3Q2UD60	Protein-tyrosine sulfotransferase OS=Gallus gallus OX=9031 GN=TPST1 PE=1 SV=1	TPST1	14.78	6	3	3.0	68109.1	14874.7	9904.38	2.1997126006775027	0.4804066566919494	0.3198807426305478	0.2183951924192215	0.1454193345676275	1.5018305032722898
A0A3Q2UDI2	Histone H2B OS=Gallus gallus OX=9031 GN=HIST1H2B5L PE=3 SV=1	HIST1H2B5L	29.37	5	5	5.0	603962.0	805351.0	457387.0	0.970635881502116	1.294290994803664	0.7350731236942197	1.333446475109361	0.7573108904202582	1.760764953966772
A0A3Q2UEL1	Phosphopantothenoylcysteine synthetase OS=Gallus gallus OX=9031 GN=PPCS PE=1 SV=1	PPCS	8.21	3	3	3.0	11181.5	7634.47	12500.9	1.07113194901023	0.7313441605115709	1.197523890478199	0.6827769082860081	1.117998479631534	0.6107136286187395
A0A3Q2UGR5	SC24C protein OS=Gallus gallus OX=9031 GN=SEC24C PE=1 SV=1	SEC24C	4.47	4	4	4.0	6886.14	16831.9	5568.2	0.705396800681822	1.724212462917739	0.5703907364004392	2.44431568338721	0.8086097581518819	3.022861966165009
A0A3Q2UGT3	Cadherin 2 OS=Gallus gallus OX=9031 GN=CDH2 PE=1 SV=1	CDH2	6.35	4	4	0.0	99068.8	62759.2	65921.6	1.3049700197058522	0.8266868525784457	0.8683431277157018	0.6334910688329726	0.6654123195193644	0.9520278634013736
A0A3Q2UHG8	Guanine deaminase OS=Gallus gallus OX=9031 GN=GDA PE=1 SV=1	GDA	8.22	4	4	4.0	30969.3	44425.3	23950.3	0.93520553143644	1.341547477525268	0.7232469910382918	1.4344948061467326	0.7733561946831217	1.8548953457785498
A0A3Q2UHS2	Nck-associated protein 1 OS=Gallus gallus OX=9031 GN=NCKAP1 PE=1 SV=1	NCKAP1	3.79	4	4	4.0	13968.7	32414.2	25614.4	0.5820509935789259	1.3506423157535072	1.0673066906675666	2.3204879480552947	1.8336996284550457	1.265467861827722
A0A3Q2ULJ9	Plasminogen activator OS=Gallus gallus OX=9031 GN=PLAT PE=3 SV=1	PLAT	12.72	6	6	6.0	65041.3	68906.3	88388.5	0.8776078198727062	0.9297585952078856	1.1926335849194079	1.059423781504982	1.358959614890846	0.7795844482031034
A0A3Q3A7D8	Tissue factor pathway inhibitor OS=Gallus gallus OX=9031 GN=TFPI2 PE=4 SV=1	TFPI2	8.79	2	2	2.0	17106.4	8586.98	11699.1	1.372447080268546	0.6889337107354204	0.9386192089960333	0.501974699527662	0.6839019314408642	0.7339863750203006
A0A3Q3A7P6	Small ribosomal subunit protein uS8 OS=Gallus gallus OX=9031 GN=RPS15A PE=1 SV=1	RPS15A	20.0	3	3	3.0	20134.3	43097.5	25805.6	0.6783991895540525	1.4521145046912871	0.8694863057546605	2.1405015322112018	1.2816735620309623	1.6700832377468455
A0A3Q3AMJ1	Gamma-tubulin complex component OS=Gallus gallus OX=9031 GN=TUBGCP2 PE=1 SV=1	TUBGCP2	1.44	1	1	1.0		5220.69			1.0				
A0A3Q3AWM4	Casein kinase I isoform gamma-1 OS=Gallus gallus OX=9031 GN=CSNK1G1 PE=1 SV=1	CSNK1G1	8.5	4	4	3.0	63448.0	37315.1	47919.4	1.2802044625292148	0.7529151043330586	0.9668804331377263	0.5881209809607868	0.7552546967595511	0.7787054929736181
A0A3Q3B012	Leucine zipper transcription factor-like protein 1 OS=Gallus gallus OX=9031 GN=LZTFL1 PE=1 SV=1	LZTFL1	16.43	4	4	4.0	48126.0	38918.4	31795.3	1.2148970419817622	0.9824595652799528	0.8026433927382853	0.8086772222914848	0.6606678302788513	1.2240299666931904
A0A3S5ZPV2	ENAH actin regulator OS=Gallus gallus OX=9031 GN=ENAH PE=1 SV=1	ENAH	2.94	2	2	2.0	9245.78	10384.9	4669.53	1.1414444566528439	1.2820753400896536	0.5764802032575027	1.1232043159149363	0.5050444635282257	2.223971149130641
A0A8V0X053	sphingomyelin phosphodiesterase OS=Gallus gallus OX=9031 GN=LOC121108934 PE=3 SV=1	LOC121108934	1.83	1	1	1.0		6301.94			1.0				
A0A8V0X091	Fructose-bisphosphate aldolase OS=Gallus gallus OX=9031 GN=LOC107050559 PE=1 SV=1	LOC107050559	46.33	12	10	10.0	98047.2	102227.0	69895.3	1.0887298529256633	1.1351429380444498	0.7761272090298869	1.042630488173043	0.7128740035411517	1.4625733060735127
A0A8V0X119	Histone-glutamine methyltransferase OS=Gallus gallus OX=9031 PE=3 SV=1	--	8.19	1	1	1.0		1841.39			1.0				
A0A8V0X163	Profilin OS=Gallus gallus OX=9031 GN=PFN2 PE=1 SV=1	PFN2	12.5	2	2	2.0	80618.8	44101.5	30836.0	1.5547837021065687	0.8505248582024644	0.5946914396909672	0.5470374155904082	0.3824914287982455	1.4301952263588016
A0A8V0X1D0	Importin subunit alpha OS=Gallus gallus OX=9031 GN=KPNA4 PE=1 SV=1	KPNA4	1.81	1	1	1.0	18910.9	26552.6	11765.8	0.991322626696465	1.3919058943583094	0.6167714789452255	1.4040897048791965	0.622170282746987	2.256761121215727
A0A8V0X1J4	AFG3 like matrix AAA peptidase subunit 2 OS=Gallus gallus OX=9031 GN=AFG3L2 PE=1 SV=1	AFG3L2	1.13	1	1	1.0		7438.66			1.0				
A0A8V0X1T8	Carboxylic ester hydrolase OS=Gallus gallus OX=9031 GN=BCHE PE=1 SV=1	BCHE	23.4	12	12	12.0	72034.5	76801.9	79890.4	0.9448105775099377	1.0073401980004093	1.0478492244896531	1.0661821765959367	1.1090574655199938	0.961340786878023
A0A8V0X2S3	N-terminal amino-acid N(alpha)-acetyltransferase NatA OS=Gallus gallus OX=9031 GN=LOC107049486 PE=3 SV=1	LOC107049486	4.26	1	1	1.0	3851.13	8207.14		0.6387533203353383	1.3612466796646616		2.1310991838759015		
A0A8V0X370	Dynein axonemal heavy chain 5 OS=Gallus gallus OX=9031 GN=DNAH5 PE=1 SV=1	DNAH5	10.73	46	42	42.0	52469.2	37657.8	57592.7	1.065582992654331	0.7647822192977647	1.169634788047904	0.717712486563546	1.0976477628780312	0.6538641181955354
A0A8V0X381	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=DCHS1 PE=1 SV=1	DCHS1	2.98	8	8	8.0	49800.0	27475.7	25423.0	1.4547409071390387	0.8026109386000018	0.7426481542609594	0.5517208835341366	0.5105020080321285	1.0807418479329742
A0A8V0X4B2	Laminin subunit alpha 1 OS=Gallus gallus OX=9031 GN=LAMA1 PE=1 SV=1	LAMA1	1.28	4	2	2.0	3379.77	6476.57		0.6858062932082294	1.3141937067917704		1.916275367850475		
A0A8V0X4B9	Alpha-mannosidase OS=Gallus gallus OX=9031 GN=MAN2A2 PE=3 SV=1	MAN2A2	21.43	19	17	2.0	38795.5	44572.0	44175.0	0.9125311170786209	1.04840347335202	1.0390654095693592	1.148896134861002	1.1386629892642188	1.0089869835880023
A0A8V0X4I2	Palmitoyl-protein thioesterase 2 OS=Gallus gallus OX=9031 GN=PPT2 PE=3 SV=1	PPT2	14.45	2	2	2.0	33273.1	34429.4	29066.4	1.0315225242820782	1.0673697851272466	0.9011076905906754	1.034751796496269	0.8735705419693387	1.184508573473151
A0A8V0X4N3	Plexin B2 OS=Gallus gallus OX=9031 GN=PLXNB2 PE=1 SV=1	PLXNB2	6.45	11	11	11.0	44856.4	52655.7	38154.1	0.9919139770996754	1.1643806637172704	0.8437053591830536	1.1738726246421913	0.8505831943713716	1.3800797293082525
A0A8V0X4Y4	Dynein regulatory complex protein 10 OS=Gallus gallus OX=9031 GN=IQCD PE=3 SV=1	IQCD	16.87	7	7	7.0	43938.4	21023.0	30492.5	1.3809304805775355	0.6607273249181019	0.958342194504363	0.4784653059738179	0.6939829397520164	0.6894482249733541
A0A8V0X522	Calumenin OS=Gallus gallus OX=9031 GN=LOC107050717 PE=3 SV=1	LOC107050717	54.7	15	15	15.0	8332930.0	7429020.0	5840380.0	1.1572265584314285	1.0316970437911095	0.811076397777462	0.891525549836612	0.7008795225688923	1.2720096979991027
A0A8V0X535	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Gallus gallus OX=9031 GN=NDUFB11 PE=3 SV=1	NDUFB11	8.89	1	1	1.0	3708.74	39680.0	7239.3	0.21976398849333295	2.3512662153225765	0.4289697961840909	10.69905142986567	1.95195672923958	5.481192933018386
A0A8V0X548	Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Gallus gallus OX=9031 GN=GPD1L PE=1 SV=1	GPD1L	4.56	2	2	2.0	34803.5	23615.8	14754.4	1.426885616006844	0.9682085230075833	0.6049058609855726	0.6785466978895801	0.42393437441636617	1.6005937211950334
A0A8V0X5G9	ubiquitinyl hydrolase 1 OS=Gallus gallus OX=9031 GN=OTUB1 PE=1 SV=1	OTUB1	17.54	5	5	5.0	13454.7	25328.7	10338.6	0.8217112495419568	1.546885305972884	0.6314034444851594	1.882516890008696	0.7684006332359695	2.449915849341304
A0A8V0X5J4	Superoxide dismutase [Cu-Zn] OS=Gallus gallus OX=9031 GN=CCS PE=3 SV=1	CCS	9.2	2	2	2.0	1220.17	3250.24		0.5458872899801137	1.4541127100198863		2.663759967873329		
A0A8V0X637	Sphingomyelin phosphodiesterase 1 OS=Gallus gallus OX=9031 GN=SMPD1 PE=1 SV=1	SMPD1	27.33	16	16	16.0	172934.0	209436.0	346050.0	0.7122292084237116	0.8625628071716867	1.4252079844046017	1.2110747452785455	2.0010524246244232	0.6052188990030343
A0A8V0X638	Hsp90 co-chaperone Cdc37 OS=Gallus gallus OX=9031 GN=CDC37 PE=1 SV=1	CDC37	11.93	4	4	4.0	31902.1	28602.7	26049.0	1.1057434797778953	0.9913845492630018	0.9028719709591029	0.8965773413035506	0.8165293193864981	1.0980344734922647
A0A8V0X643	Protein phosphatase methylesterase 1 OS=Gallus gallus OX=9031 GN=PPME1 PE=1 SV=1	PPME1	2.77	1	1	1.0	7857.18	3755.38	7159.31	1.2556841699841303	0.6001607724749851	1.1441550575408843	0.4779551951208958	0.9111806016917012	0.5245449631319219
A0A8V0X6C0	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=LOC121108947 PE=3 SV=1	LOC121108947	8.64	3	3	3.0		23944.7			1.0				
A0A8V0X6I8	Fructose-bisphosphate aldolase A OS=Gallus gallus OX=9031 GN=ALDOA PE=1 SV=1	ALDOA	24.24	3	2	2.0	73409.5	78598.4	36995.1	1.1652116633069316	1.247573848034158	0.5872144886589101	1.0706843119759704	0.5039552101567235	2.124562442053137
A0A8V0X6J5	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase OS=Gallus gallus OX=9031 GN=TPTE PE=1 SV=1	TPTE	8.64	5	5	5.0	99203.3	35970.4	59759.5	1.5267276174607507	0.5535804060057496	0.9196919765334997	0.3625927766515831	0.6023942751904422	0.6019193601017412
A0A8V0X6N8	Major facilitator superfamily (MFS) profile domain-containing protein OS=Gallus gallus OX=9031 GN=LOC121108808 PE=4 SV=1	LOC121108808	1.11	1	1	1.0	15139.4	11477.3	17099.7	1.0389281825584908	0.7876197491101739	1.1734520683313359	0.7581079831433213	1.1294833348745656	0.6711989099223963
A0A8V0X6S4	Vesicle-associated membrane protein-associated protein A OS=Gallus gallus OX=9031 GN=VAPA PE=1 SV=1	VAPA	15.38	4	4	2.0	9297.0	29138.4	8381.39	0.5957478075707454	1.867176284405659	0.5370759080235957	3.134172313649565	0.901515542648166	3.4765593773825114
A0A8V0X6X2	Eukaryotic translation initiation factor 4C OS=Gallus gallus OX=9031 GN=EIF1AX PE=1 SV=1	EIF1AX	8.62	1	1	1.0		7300.7			1.0				
A0A8V0X6Y3	Ribonuclease A-domain domain-containing protein OS=Gallus gallus OX=9031 PE=1 SV=1	--	9.36	2	2	2.0	18352.3	33466.7	11933.6	0.8636024256265628	1.5748393006716588	0.5615582737017785	1.8235697977910124	0.6502509222277316	2.804409398672655
A0A8V0X783	Transcobalamin-2 OS=Gallus gallus OX=9031 GN=TCN2 PE=1 SV=1	TCN2	8.39	5	5	5.0	111888.0	80785.9	137028.0	1.018083304949107	0.7350812961648081	1.2468353988860845	0.7220247032747033	1.2246889746889746	0.5895576086639226
A0A8V0X7D0	Phospholipase B-like OS=Gallus gallus OX=9031 GN=PLBD2 PE=1 SV=1	PLBD2	22.7	11	11	11.0	132023.0	180438.0	260101.0	0.6917486665199577	0.9454242509981452	1.362827082481897	1.3667164054748036	1.9701188429288834	0.693722823057197
A0A8V0X7H3	Small ribosomal subunit protein RACK1 OS=Gallus gallus OX=9031 GN=RACK1 PE=3 SV=1	RACK1	13.17	4	4	4.0	30471.1	65694.7	21261.2	0.7784691765948206	1.6783542115527095	0.5431766118524701	2.1559674576894174	0.6977496709997343	3.0898867420465446
A0A8V0X7L4	Twinfilin-1 OS=Gallus gallus OX=9031 GN=TWF1 PE=1 SV=1	TWF1	8.02	3	3	2.0		19119.7			1.0				
A0A8V0X7N6	HECT-type E3 ubiquitin transferase OS=Gallus gallus OX=9031 GN=LOC100859273 PE=1 SV=1	LOC100859273	2.71	2	2	2.0	5018.18	20218.2	2726.43	0.5383772231760685	2.169116766161913	0.2925060106620186	4.028990590213982	0.5433105229385953	7.415631430111905
A0A8V0X7X5	Adhesion G protein-coupled receptor G2 OS=Gallus gallus OX=9031 GN=ADGRG2 PE=3 SV=1	ADGRG2	10.07	13	13	13.0	143559.0	124782.0	88210.0	1.2078973274510518	1.0499087087120778	0.7421939638368705	0.8692036026999354	0.6144512012482674	1.4146015191021426
A0A8V0X829	Sodium channel subunit beta-1 OS=Gallus gallus OX=9031 GN=LOC107051305 PE=3 SV=1	LOC107051305	10.6	2	2	2.0	16985.9	36424.7	19729.0	0.6967183304256518	1.4940483677788774	0.8092333017954705	2.144408008995696	1.1614927675307165	1.84625171067971
A0A8V0X852	Scinderin OS=Gallus gallus OX=9031 GN=SCIN PE=3 SV=1	SCIN	11.92	10	10	10.0	34455.5	13124.2	26624.3	1.393004420246887	0.5305994286022316	1.0763961511508813	0.3809029037454107	0.7727155316277516	0.4929406594727373
A0A8V0X868	folate gamma-glutamyl hydrolase OS=Gallus gallus OX=9031 GN=GGH PE=1 SV=1	GGH	27.79	10	10	10.0	674478.0	1000410.0	652531.0	0.869389654376801	1.2895099679086575	0.8411003777145413	1.4832359246706341	0.9674607622487316	1.5331225642919646
A0A8V0X895	ATP-dependent RNA helicase DDX1 OS=Gallus gallus OX=9031 GN=DDX1 PE=1 SV=1	DDX1	4.42	3	3	3.0	8051.36	12231.0	2402.64	1.0647599735508044	1.6175005510249063	0.31773947542428915	1.519122235249697	0.29841418095824807	5.090650284686845
A0A8V0X8D5	MHC BF1 class I OS=Gallus gallus OX=9031 GN=BF1 PE=1 SV=1	BF1	13.35	4	4	3.0	22858.6	13188.0	49925.7	0.7976499407367257	0.46019473714207954	1.742155322121195	0.5769382201884631	2.184110137978704	0.2641525306605616
A0A8V0X8D9	AP complex subunit sigma OS=Gallus gallus OX=9031 GN=LOC107050649 PE=3 SV=1	LOC107050649	10.13	2	2	0.0	26451.2	24929.7	24906.7	1.0401900177748415	0.9803572271247227	0.9794527551004357	0.9424789801596902	0.9416094543914831	1.0009234463015975
A0A8V0X8G4	Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=LOC420562 PE=1 SV=1	LOC420562	3.66	1	1	0.0		4277.32			1.0				
A0A8V0X8J3	Complement 4 OS=Gallus gallus OX=9031 GN=C4 PE=1 SV=1	C4	2.4	3	3	3.0	2612.24	4175.68		0.7696731841270963	1.2303268158729037		1.5985054971978074		
A0A8V0X8P6	Tenascin XB OS=Gallus gallus OX=9031 GN=TNX PE=1 SV=1	TNX	30.57	28	28	13.0	1719270.0	429818.0	1786860.0	1.3104365199946746	0.3276095111012645	1.3619539689040607	0.2500002908211043	1.0393131968800713	0.24054374713184018
A0A8V0X8Q3	Ig-like domain-containing protein OS=Gallus gallus OX=9031 GN=LOC417067 PE=3 SV=1	LOC417067	5.68	2	2	0.0	18391.0	30238.2	43568.5	0.598420567975123	0.983913915423053	1.4176655166018242	1.644184655538035	2.3690120167473223	0.6940381238738997
A0A8V0X8R4	Secreted phosphoprotein 1 OS=Gallus gallus OX=9031 GN=SPP1 PE=1 SV=1	SPP1	21.29	4	4	0.0	888757.0	688989.0	748825.0	1.14600886884604	0.8884177615899107	0.9655733695640495	0.7752276494024801	0.8425531388219728	0.9200934797849964
A0A8V0X9D4	ADAM metallopeptidase domain 17 OS=Gallus gallus OX=9031 GN=ADAM17 PE=1 SV=1	ADAM17	11.44	8	8	8.0	43378.1	37119.1	49094.3	1.004188546316695	0.8592947839943206	1.1365166696889843	0.8557106005103958	1.1317761727692086	0.7560775894553949
A0A8V0X9N1	2-hydroxyacyl-CoA lyase 2 OS=Gallus gallus OX=9031 GN=ILVBL PE=1 SV=1	ILVBL	1.8	1	1	1.0	2469.95	2750.9	7210.73	0.5960505422480489	0.6638496474301738	1.7400998103217773	1.1137472418470011	2.9193829834612037	0.38150090212780124
A0A8V0X9Y3	protein disulfide-isomerase OS=Gallus gallus OX=9031 GN=TMX3 PE=1 SV=1	TMX3	10.46	5	5	5.0	33802.1	39035.6	29333.2	0.9925164601662508	1.1461854598520713	0.8612980799816777	1.1548276586365935	0.8677922377603758	1.3307651398415448
A0A8V0X9Y5	Adhesion G protein-coupled receptor L3 OS=Gallus gallus OX=9031 GN=ADGRL3 PE=4 SV=1	ADGRL3	0.73	1	1	1.0	8743.87	5715.0	4979.81	1.3494542839328596	0.8820043336275919	0.7685413824395484	0.653600751154809	0.5695201323898915	1.1476341466843112
A0A8V0XA12	Peptidyl-prolyl cis-trans isomerase OS=Gallus gallus OX=9031 GN=PPIC PE=1 SV=1	PPIC	19.47	4	3	3.0	53417.3	18829.4	33945.8	1.5090698495656472	0.5319415212938766	0.9589886291404759	0.3524962886555479	0.6354832610408987	0.5546901236677292
A0A8V0XA55	Solute carrier family 25 member 13 OS=Gallus gallus OX=9031 GN=SLC25A13 PE=1 SV=1	SLC25A13	14.24	9	9	9.0	29786.4	67744.6	14097.0	0.8005088329093059	1.8206346078044935	0.37885655928620054	2.274346681707088	0.47326968012247195	4.805604029226077
A0A8V0XAE5	Uncharacterized protein OS=Gallus gallus OX=9031 GN=LOC121108470 PE=4 SV=1	LOC121108470	1.58	2	2	0.0	633167.0	474374.0	889563.0	0.9511277329573221	0.7125928344242463	1.3362794326184315	0.7492083447179022	1.4049421400673126	0.5332663341438436
A0A8V0XAF8	WD repeat-containing protein 35 OS=Gallus gallus OX=9031 GN=WDR35 PE=1 SV=1	WDR35	11.65	12	12	12.0	36019.3	22678.8	37885.3	1.1188040594967665	0.704431610400959	1.1767643301022743	0.6296291155019669	1.0518055597971088	0.5986174056956127
A0A8V0XAS6	H/ACA ribonucleoprotein complex subunit OS=Gallus gallus OX=9031 GN=GAR1 PE=1 SV=1	GAR1	4.11	1	1	1.0		4267.33	3325.59		1.1240287004209184	0.8759712995790816			1.2831798267375112
A0A8V0XAV4	S-formylglutathione hydrolase OS=Gallus gallus OX=9031 GN=ESD PE=1 SV=1	ESD	21.19	5	5	5.0	20909.0	49038.2	17764.9	0.7151464849205525	1.6772440746487656	0.6076094404306818	2.3453154144148454	0.8496293462145489	2.760398313528362
A0A8V0XB52	Proteasome subunit beta OS=Gallus gallus OX=9031 GN=PSMB5 PE=3 SV=1	PSMB5	15.75	3	3	3.0	12210.4	27203.8	14095.3	0.6845737672749699	1.525175903344266	0.7902503293807641	2.2279204612461507	1.1543684072593854	1.9299908480131676
A0A8V0XB58	calcium/calmodulin-dependent protein kinase OS=Gallus gallus OX=9031 GN=CAMK2D PE=3 SV=1	CAMK2D	1.71	1	1	0.0	110951.0	61120.1	138738.0	1.0709242425656136	0.5899450820455386	1.3391306753888481	0.5508747104577696	1.2504438896449783	0.44054332626965936
A0A8V0XB82	Protein transport protein Sec31A OS=Gallus gallus OX=9031 GN=SEC31A PE=1 SV=1	SEC31A	5.02	6	6	6.0	34536.1	40969.6	23600.4	1.0454280816216155	1.2401739146228132	0.714398003755571	1.1862833383039777	0.6833545188947219	1.7359705767698852
A0A8V0XBI2	Calpain 5 OS=Gallus gallus OX=9031 GN=OMP PE=1 SV=1	OMP	27.99	17	17	17.0	159179.0	109447.0	170272.0	1.0880364002570073	0.748103203933488	1.1638603958095046	0.6875718530710709	1.0696888408646867	0.642777438451419
A0A8V0XBS7	Serum/glucocorticoid regulated kinase family, member 3 OS=Gallus gallus OX=9031 GN=SGK3 PE=1 SV=1	SGK3	6.35	2	2	2.0	25654.0	4966.2	2609.14	2.3160857242424915	0.4483567834931418	0.2355574922643663	0.1935838465736337	0.10170499727138067	1.9033857899537778
A0A8V0XBW1	Elongation factor 1-alpha OS=Gallus gallus OX=9031 GN=EEF1A1 PE=1 SV=1	EEF1A1	25.78	12	12	12.0	1065160.0	1878840.0	824185.0	0.8480156892509257	1.495818278561164	0.65616603218791	1.7639040144203688	0.7737663825153028	2.2796338200768034
A0A8V0XC92	5'-nucleotidase OS=Gallus gallus OX=9031 GN=NT5E PE=3 SV=1	NT5E	13.01	7	7	7.0	119621.0	40373.3	30169.2	1.88712870766472	0.6369250671132999	0.47594622522198005	0.33751013618010217	0.2522065523612075	1.3382290547976081
A0A8V0XCD2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Gallus gallus OX=9031 GN=NDUFA5 PE=1 SV=1	NDUFA5	21.92	3	3	3.0	14300.0	43460.1	24058.6	0.5243300125765871	1.5935269076629182	0.8821430797604949	3.039167832167832	1.6824195804195803	1.8064268078774326
A0A8V0XCI3	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=DSC1 PE=1 SV=1	DSC1	1.6	2	2	2.0	10935.1	3292.71	11185.3	1.2908809665562382	0.3887021305145258	1.320416902929236	0.3011138444092875	1.022880449195709	0.29437833585151946
A0A8V0XCS0	cGMP-dependent protein kinase OS=Gallus gallus OX=9031 GN=PRKG2 PE=3 SV=1	PRKG2	4.22	4	4	4.0	45966.4	34885.8	51487.3	1.0420108886613597	0.790825112683666	1.1671639986549747	0.7589413136551916	1.1201072957638623	0.6775612626803115
A0A8V0XCT6	Vitamin D-binding protein OS=Gallus gallus OX=9031 GN=GC PE=1 SV=1	GC	47.47	25	25	25.0	1140860.0	2725250.0	966946.0	0.708160633768779	1.6916315474101686	0.6002078188210523	2.3887681222937083	0.8475588591062883	2.8184097147100253
A0A8V0XCV2	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2M PE=1 SV=1	UBE2M	5.16	1	1	0.0	9015.34	4615.05		1.3228293541123917	0.6771706458876086		0.5119108097975229		
A0A8V0XCW4	Integrin-binding sialoprotein OS=Gallus gallus OX=9031 GN=DMP1 PE=4 SV=1	DMP1	2.65	1	1	1.0	12476.9	70230.9	34518.5	0.31930292093156576	1.7973159606675295	0.883381118400905	5.6288741594466565	2.7665926632416706	2.0345872503150484
A0A8V0XCX4	phosphoinositide 5-phosphatase OS=Gallus gallus OX=9031 GN=SYNJ2 PE=1 SV=1	SYNJ2	3.99	5	5	5.0	14865.3	11647.9	21645.7	0.9260157520209141	0.7255917390139726	1.3483925089651136	0.7835630629721567	1.4561226480461211	0.5381161154409421
A0A8V0XD01	USO1 vesicle transport factor OS=Gallus gallus OX=9031 GN=USO1 PE=1 SV=1	USO1	14.75	12	12	12.0	14918.2	55156.7	8296.09	0.5710607968586336	2.1113692706957004	0.3175699324456665	3.6972758107546486	0.5561052942043946	6.648517554655265
A0A8V0XD63	Aspartylglucosaminidase OS=Gallus gallus OX=9031 GN=AGA PE=1 SV=1	AGA	23.93	7	7	7.0	44370.3	42400.4	49800.3	0.9746644602441222	0.9313924625286482	1.0939430772272298	0.9556031850133986	1.122379159032055	0.8514085256514519
A0A8V0XD73	Ig-like domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107049124 PE=3 SV=1	LOC107049124	6.91	2	2	1.0		17484.3			1.0				
A0A8V0XDA1	Vacuolar protein-sorting-associated protein 36 OS=Gallus gallus OX=9031 GN=VPS36 PE=1 SV=1	VPS36	12.5	4	4	4.0	38751.0	30451.5	34535.5	1.1206404596194257	0.8806271568759759	0.998732383504598	0.7858248819385306	0.8912157105623081	0.8817448712194698
A0A8V0XDG0	EGF like domain multiple 6 OS=Gallus gallus OX=9031 GN=EGFL6 PE=3 SV=1	EGFL6	10.87	6	4	4.0	36229.7	26460.5	35313.6	1.1090294457969998	0.8099838985835244	1.080986655619476	0.730353825728615	0.9747141157668984	0.7493005527615423
A0A8V0XDJ1	Peroxidasin OS=Gallus gallus OX=9031 GN=PXDN PE=1 SV=1	PXDN	17.01	24	24	22.0	76503.6	70032.7	98737.2	0.935734190607628	0.8565870344737609	1.2076787749186113	0.9154170522694356	1.2906216178062206	0.7092838362846019
A0A8V0XDL7	Alpha-1,3-glucosyltransferase OS=Gallus gallus OX=9031 GN=ALG8 PE=3 SV=1	ALG8	1.68	1	1	1.0	65944.3	13912.0	73064.2	1.2936977056705936	0.2729261282823428	1.4333761660470636	0.2109659212395916	1.1079683915061649	0.19040788785752805
A0A8V0XDR8	Laminin subunit alpha 2 OS=Gallus gallus OX=9031 GN=LAMA2 PE=1 SV=1	LAMA2	13.9	40	39	39.0	100300.0	159978.0	159781.0	0.7163279444078094	1.1425395004035148	1.141132555188676	1.5949950149551346	1.5930309072781654	1.001232937583317
A0A8V0XDS4	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=LYN PE=1 SV=1	LYN	28.27	14	14	10.0	192493.0	136020.0	142392.0	1.226317410093331	0.8665442074303734	0.9071383824762956	0.7066230979827838	0.7397256004114435	0.955250294960391
A0A8V0XDX7	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRK PE=1 SV=1	PTPRK	3.04	3	3	3.0	11124.3	12087.7	9523.81	1.0194615621241692	1.107750197719256	0.8727882401565746	1.086603201999227	0.8561266776336488	1.2692084365395784
