Protein accession	Protein description	Gene name	Coverage [%]	Peptides	Razor + unique peptides	Unique peptides	Intensity G1	Intensity G2	Intensity G3	G1	G2	G3	G2/G1 Ratio	G3/G1 Ratio	G2/G3 Ratio
A0A8V0ZBN9	C-type lectin domain family 3 member B OS=Gallus gallus OX=9031 GN=CLEC3B PE=1 SV=1	CLEC3B	22.49	4	4	4.0	12952.0	18179.4	14489.8	0.8517092930479689	1.1954573750800068	0.9528333318720245	1.4035978999382337	1.1187306979617049	1.2546342944692128
A0A8V0ZBS5	Centrosomal protein 104 OS=Gallus gallus OX=9031 GN=CEP104 PE=4 SV=1	CEP104	1.09	1	1	1.0	5523.64	2092.6	6399.65	1.1822952377622828	0.44790591250359413	1.3697988497341231	0.37884438522423614	1.1585928844023141	0.32698663208144196
A0A8V0ZBY1	Phosphatidylethanolamine binding protein 4 OS=Gallus gallus OX=9031 GN=PEBP4 PE=4 SV=1	PEBP4	53.85	9	9	9.0	2396180.0	1813620.0	2441310.0	1.0808030539263371	0.8180378914196278	1.1011590546540353	0.7568797001894683	1.0188341443464182	0.7428880396180739
A0A8V0ZC30	Collagen type XVII alpha 1 chain OS=Gallus gallus OX=9031 GN=COL17A1 PE=4 SV=1	COL17A1	8.76	11	11	11.0	1213150.0	895980.0	1227350.0	1.0908052798158538	0.8056214933103151	1.1035732268738312	0.7385566500432758	1.0117050653258048	0.7300118140709658
A0A8V0ZC45	Ribosomal protein S21 OS=Gallus gallus OX=9031 GN=RPS21 PE=1 SV=1	RPS21	7.63	1	1	0.0	10738.1	15156.7		0.8293634243168512	1.1706365756831487		1.411488065858951		
A0A8V0ZC57	Cilia- and flagella-associated protein 43 OS=Gallus gallus OX=9031 GN=CFAP43 PE=1 SV=1	CFAP43	2.97	5	5	5.0	19871.8	15700.3	24667.5	0.989638045405348	0.781892642049416	1.2284693125452362	0.7900794090117653	1.2413319377207903	0.6364771460423634
A0A8V0ZCA3	Protease associated domain containing 1 OS=Gallus gallus OX=9031 GN=PRADC1 PE=4 SV=1	PRADC1	12.1	3	3	3.0	195268.0	82730.2	134065.0	1.4216362926851998	0.6023119754445435	0.9760517318702568	0.4236751541471209	0.6865692279328922	0.6170902174318428
A0A8V0ZCD6	Transmembrane 9 superfamily member OS=Gallus gallus OX=9031 GN=TM9SF3 PE=1 SV=1	TM9SF3	2.88	2	2	2.0	35007.0	41926.9	22928.7	1.0516549739341856	1.259537604668815	0.6888074213969995	1.19767189419259	0.6549747193418459	1.8285772852364068
A0A8V0ZCK8	Semaphorin 4B OS=Gallus gallus OX=9031 GN=SEMA4B PE=4 SV=1	SEMA4B	13.88	9	9	9.0	53011.4	63450.9	60126.3	0.9005915444145318	1.0779444426197387	1.0214640129657293	1.1969293397269265	1.1342145274412674	1.0552936069573546
A0A8V0ZCN4	GCN1 activator of EIF2AK4 OS=Gallus gallus OX=9031 GN=GCN1 PE=1 SV=1	GCN1	2.02	5	5	5.0	8903.94	10508.0	3506.66	1.165508364385259	1.3754766870576736	0.45901494855706715	1.1801517081202253	0.3938323933000447	2.99658364369514
A0A8V0ZCN9	Aldehyde dehydrogenase OS=Gallus gallus OX=9031 GN=ALDH3B2 PE=1 SV=1	ALDH3B2	8.01	3	1	1.0	9457.62	6978.34	4880.87	1.3310074715612032	0.9820888002578245	0.6869037281809726	0.7378537094956236	0.5160780407755862	1.4297328140270074
A0A8V0ZCQ2	Cilia and flagella associated protein 58 OS=Gallus gallus OX=9031 GN=CFAP58 PE=4 SV=1	CFAP58	14.56	12	12	12.0	54066.1	31786.6	29272.9	1.4088812566449163	0.8283109925159998	0.7628077508390835	0.5879210817869238	0.5414279927718109	1.0858712324368271
A0A8V0ZCX6	Ciliary rootlet coiled-coil, rootletin OS=Gallus gallus OX=9031 GN=CROCC PE=1 SV=1	CROCC	22.5	33	33	33.0	55107.4	97251.8	31909.7	0.897179068198703	1.5833132992056715	0.5195076325956252	1.7647684340034189	0.5790456454124129	3.047719032143831
A0A8V0ZD24	Hyaluronan and proteoglycan link protein 3 OS=Gallus gallus OX=9031 GN=HAPLN3 PE=1 SV=1	HAPLN3	42.62	20	20	20.0	1506320.0	1876020.0	2392960.0	0.7824632486624071	0.9745052205080256	1.2430315308295672	1.245432577407191	1.5886133092569972	0.7839746589997326
A0A8V0ZD72	Myeloid leukemia factor 2 OS=Gallus gallus OX=9031 GN=MLF2 PE=1 SV=1	MLF2	8.9	2	2	2.0	46348.1	33426.0	32004.9	1.2439214879360168	0.897109474946099	0.8589690371178845	0.7211946120768704	0.6905331610141516	1.044402575855572
A0A8V0ZDK9	Transmembrane protein 11 OS=Gallus gallus OX=9031 GN=TMEM11 PE=3 SV=1	TMEM11	8.89	1	1	1.0		8858.81	4126.75		1.364409390122567	0.6355906098774331			2.1466795904767673
A0A8V0ZDT7	Vitellogenin 1 OS=Gallus gallus OX=9031 GN=VTG1 PE=1 SV=1	VTG1	25.77	51	51	1.0	232318.0	423040.0	434394.0	0.6395528523921039	1.1645952473590322	1.195851900248864	1.8209523153608416	1.869824981275665	0.9738624382473056
A0A8V0ZDV9	Golgi integral membrane protein 4-like OS=Gallus gallus OX=9031 GN=LOC419409 PE=4 SV=1	LOC419409	37.52	25	25	25.0	584370.0	324780.0	775199.0	1.0408234872939042	0.5784668141816215	1.3807096985244744	0.55577801735202	1.3265550935195165	0.4189633887556614
A0A8V0ZDW7	Neuroplastin OS=Gallus gallus OX=9031 GN=NPTN PE=1 SV=1	NPTN	9.16	2	2	2.0	11765.8	28059.5	17737.9	0.6131938460683214	1.4623665814270228	0.9244395725046558	2.3848357102789444	1.5075812949395708	1.5818952638136419
A0A8V0ZE06	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 OS=Gallus gallus OX=9031 GN=SPOCK2 PE=4 SV=1	SPOCK2	38.7	12	12	12.0	575246.0	765315.0	544681.0	0.9153933553358137	1.2178516073798482	0.866755037284338	1.3304134231268012	0.9468662102822096	1.405070123613638
A0A8V0ZE30	CCR4-NOT transcription complex subunit 1 OS=Gallus gallus OX=9031 GN=CNOT1 PE=1 SV=1	CNOT1	0.42	1	1	1.0	1046.43	1877.27	3522.91	0.48696756900138216	0.8736079893153146	1.6394244416833033	1.7939757078829925	3.3665988169299426	0.5328748108807776
A0A8V0ZE73	Bridging integrator 1 OS=Gallus gallus OX=9031 GN=BIN1 PE=1 SV=1	BIN1	2.96	2	2	2.0	22585.4	17174.3	16334.7	1.207895975355829	0.9185034513249095	0.873600573319262	0.7604160209692987	0.7232415631337059	1.0513997808346647
A0A8V0ZE76	Cilia and flagella associated protein 221 OS=Gallus gallus OX=9031 GN=CFAP221 PE=4 SV=1	CFAP221	0.87	1	1	1.0		5679.7			1.0				
A0A8V0ZEH7	Lectin, mannose binding 2 like OS=Gallus gallus OX=9031 GN=LMAN2L PE=1 SV=1	LMAN2L	6.58	2	2	2.0	18922.5	14457.5	15407.0	1.1635784122819604	0.8890175661549183	0.9474040215631213	0.7640375214691505	0.8142158805654643	0.9383721684948401
A0A8V0ZEJ0	Dynein axonemal intermediate chain 3 OS=Gallus gallus OX=9031 GN=WDR63 PE=4 SV=1	WDR63	2.33	2	2	2.0	14686.2	5779.71		1.4351866103193067	0.5648133896806934		0.39354700330922904		
A0A8V0ZEJ3	SH2 domain containing 6 OS=Gallus gallus OX=9031 GN=SH2D6 PE=4 SV=1	SH2D6	1.26	1	1	0.0	16348.8	6673.19	32250.3	0.8873596516446126	0.3621990331864303	1.7504413151689573	0.4081761352515169	1.9726401937756899	0.20691869532996593
A0A8V0ZEP8	Sorting nexin 4 OS=Gallus gallus OX=9031 GN=SNX4 PE=1 SV=1	SNX4	10.77	5	5	5.0	8317.43	16124.9	4685.27	0.8566545132451695	1.6607856466032216	0.4825598401516088	1.9386877917818364	0.563307415872451	3.4416159580984655
A0A8V0ZER3	Uncharacterized protein OS=Gallus gallus OX=9031 PE=3 SV=1	--	7.75	1	1	1.0	113253.0	8246.09	55444.9	1.9201499864448632	0.1398084783778189	0.940041535177318	0.07281122795864128	0.4895667222943322	0.148725852152317
A0A8V0ZEU9	Chromosome 11 open reading frame 16 OS=Gallus gallus OX=9031 GN=C11orf16 PE=4 SV=1	C11orf16	6.63	3	3	3.0	33473.3	12523.0	23446.9	1.4460724736187271	0.5410032947790423	1.0129242316022302	0.37411907400823935	0.7004657443395184	0.534100456776802
A0A8V0ZEX4	F-box and leucine rich repeat protein 20 OS=Gallus gallus OX=9031 GN=FBXL20 PE=4 SV=1	FBXL20	7.95	3	3	3.0	13613.8	10104.0	10110.2	1.2073252926569704	0.8960624334870522	0.8966122738559774	0.7421880738662241	0.7426434941015736	0.9993867579276373
A0A8V0ZF17	Vitellogenin 3 OS=Gallus gallus OX=9031 GN=VTG3 PE=1 SV=1	VTG3	23.25	38	37	33.0	196580.0	221561.0	405128.0	0.7163393738862996	0.8073703734745266	1.476290252639174	1.1270780343880353	2.060881066232577	0.5468913528563811
A0A8V0ZF25	Aldo-keto reductase family 7 like (gene/pseudogene) OS=Gallus gallus OX=9031 GN=AKR7A2 PE=1 SV=1	AKR7A2	37.12	8	8	8.0	93000.4	115607.0	63376.9	1.0257989155991725	1.2751508083370988	0.6990502760637287	1.2430806749218282	0.6814691119608088	1.824118882431927
A0A8V0ZF42	Chitobiase OS=Gallus gallus OX=9031 GN=CTBS PE=1 SV=1	CTBS	29.85	11	11	11.0	979315.0	1066010.0	878324.0	1.0048897798607153	1.0938488170091554	0.9012614031301296	1.0885261636960528	0.8968758775266386	1.2136865211470937
A0A8V0ZF48	Sulfatase modifying factor 1 OS=Gallus gallus OX=9031 GN=SUMF1 PE=1 SV=1	SUMF1	14.36	4	4	4.0	226560.0	137183.0	199129.0	1.2075214258303841	0.7311591267641666	1.0613194474054493	0.6055040607344633	0.8789239053672318	0.6889152258083955
A0A8V0ZF99	WD repeat domain 72 OS=Gallus gallus OX=9031 GN=WDR72 PE=4 SV=1	WDR72	2.15	2	2	2.0	20984.7	8353.86	20250.1	1.2695261376290468	0.505389336997612	1.2250845253733413	0.39809289625298433	0.9649935429145995	0.4125342590900786
A0A8V0ZFD5	Translin-associated factor X-interacting protein 1 N-terminal domain-containing protein OS=Gallus gallus OX=9031 GN=TSNAXIP1 PE=4 SV=1	TSNAXIP1	2.56	2	2	1.0	22160.3	8992.72		1.4226742704238626	0.5773257295761374		0.4058031705346949		
A0A8V0ZFE0	Protein phosphatase 1 regulatory subunit 9 like OS=Gallus gallus OX=9031 GN=PPP1R19L PE=1 SV=1	PPP1R19L	0.78	1	1	1.0		4296.22			1.0				
A0A8V0ZFG7	F-box/LRR-repeat protein 15 OS=Gallus gallus OX=9031 GN=FBXL15 PE=3 SV=1	FBXL15	5.57	2	2	2.0	12133.4	9924.15	25529.3	0.7649214016056957	0.6256444795148239	1.6094341188794803	0.8179199564837556	2.1040516260899667	0.3887356880133807
A0A8V0ZFL9	Secreted frizzled-related protein 5 OS=Gallus gallus OX=9031 GN=LOC395991 PE=4 SV=1	LOC395991	7.47	2	2	2.0	16801.6	19316.4	38317.6	0.6771598536184298	0.7785145817323968	1.5443255646491731	1.1496762213122562	2.28059232454052	0.5041129924629936
A0A8V0ZFM5	DUF4200 domain-containing protein OS=Gallus gallus OX=9031 GN=CFAP73 PE=3 SV=1	CFAP73	6.47	3	3	3.0	20965.0	14881.2	17201.4	1.1856332802992031	0.8415762447311472	0.97279047496965	0.7098115907464823	0.8204817553064632	0.8651156301231295
A0A8V0ZFT7	Centriolar coiled-coil protein 110 OS=Gallus gallus OX=9031 GN=CCP110 PE=4 SV=1	CCP110	0.91	1	1	1.0	1079.81			1.0					
A0A8V0ZFW0	Thioredoxin domain containing 11 OS=Gallus gallus OX=9031 GN=TXNDC11 PE=4 SV=1	TXNDC11	2.75	3	3	3.0	6248.8	3984.93	4808.53	1.246248901428376	0.7947469329741675	0.9590041655974568	0.6377112405581872	0.7695125464089104	0.8287210436453553
A0A8V0ZFY3	Cerebellar deration related protein 2 OS=Gallus gallus OX=9031 GN=CDR2 PE=3 SV=1	CDR2	2.63	1	1	1.0	20621.6	4383.87		1.6493671184744778	0.35063288152552224		0.2125863172595725		
A0A8V0ZFZ6	Methyltransferase like 9 OS=Gallus gallus OX=9031 GN=METTL9 PE=4 SV=1	METTL9	14.37	4	4	0.0	29033.3	25841.8	23650.3	1.109193967811689	0.9872652670346156	0.9035407651536955	0.8900745006595874	0.814592209635143	1.0926626723551076
A0A8V0ZG00	RAB35, member RAS onco family OS=Gallus gallus OX=9031 GN=RAB35 PE=1 SV=1	RAB35	13.45	4	4	4.0	133914.0	93823.8	113031.0	1.1789283525956602	0.8259893511377803	0.9950822962665596	0.7006272682467852	0.8440566333617098	0.8300713963425963
A0A8V0ZG43	Developmentally regulated GTP binding protein 1 OS=Gallus gallus OX=9031 GN=DRG1 PE=1 SV=1	DRG1	6.89	2	2	2.0	6579.46	5937.77	9804.68	0.8842603522727223	0.7980190763245619	1.317720571402716	0.902470719481538	1.4901952439865884	0.6056056903437951
A0A8V0ZG63	Dynein axonemal light chain 1 OS=Gallus gallus OX=9031 GN=DNAL1 PE=4 SV=1	DNAL1	35.57	7	7	7.0	80404.3	53910.5	32469.6	1.4462557649276553	0.9697040010936275	0.5840402339787174	0.6704927472784415	0.4038291484410659	1.6603376696971939
A0A8V0ZG64	BAI1 associated protein 2 like 1 OS=Gallus gallus OX=9031 GN=BAIAP2L1 PE=1 SV=1	BAIAP2L1	26.02	13	13	13.0	53701.3	59280.2	38653.9	1.0624425431000941	1.172817165384864	0.7647402915150421	1.1038876153836126	0.7197944928707499	1.5336149780487867
A0A8V0ZG73	Neuronal pentraxin 2 OS=Gallus gallus OX=9031 GN=NPTX2 PE=4 SV=1	NPTX2	26.57	15	15	15.0	445687.0	422925.0	265685.0	1.1787574153859175	1.1185562511405742	0.7026863334735083	0.9489282837507038	0.5961246345529486	1.5918286692888193
A0A8V0ZG90	Vitellogenin 3 OS=Gallus gallus OX=9031 GN=VTG3 PE=1 SV=1	VTG3	23.36	36	1	1.0	19316.2	22438.8	42732.4	0.6858845224258293	0.796762594185642	1.5173528833885292	1.1616570547001999	2.212257069195805	0.5251003922082541
A0A8V0ZGA5	Caspase 9 OS=Gallus gallus OX=9031 GN=CASP9 PE=1 SV=1	CASP9	2.11	1	1	1.0			9115.78			1.0			
A0A8V0ZGA8	Transforming growth factor beta receptor 3 OS=Gallus gallus OX=9031 GN=TGFBR3 PE=4 SV=1	TGFBR3	30.85	22	22	22.0	345977.0	439784.0	382583.0	0.888377909245907	1.1292496045685174	0.9823724861855755	1.2711365206357648	1.1058047211230806	1.1495126547703374
A0A8V0ZGD1	Uncharacterized protein OS=Gallus gallus OX=9031 PE=1 SV=1	--	5.02	1	1	1.0		11187.4			1.0				
A0A8V0ZGG8	Engulfment and cell motility 3 OS=Gallus gallus OX=9031 GN=ELMO3 PE=1 SV=1	ELMO3	1.22	1	1	1.0		7612.5			1.0				
A0A8V0ZGJ2	Forkhead associated phosphopeptide binding domain 1 OS=Gallus gallus OX=9031 GN=FHAD1 PE=4 SV=1	FHAD1	13.65	18	18	18.0	46302.0	30069.4	25285.2	1.3664238229490264	0.8873816358209895	0.7461945412299841	0.6494190315753099	0.5460930413373073	1.189209498046288
A0A8V0ZH18	Coiled-coil domain-containing protein 33 OS=Gallus gallus OX=9031 GN=CCDC33 PE=4 SV=1	CCDC33	5.36	3	3	3.0	37245.9	17425.6	35936.7	1.233196333223704	0.5769544036853176	1.1898492630909785	0.4678528374935227	0.964849822396559	0.4848970550996613
A0A8V0ZH27	F-box protein 44 OS=Gallus gallus OX=9031 GN=FBXO44 PE=1 SV=1	FBXO44	14.11	3	3	3.0	8491.48	17654.8	7431.41	0.7586716060574744	1.577368782664918	0.6639596112776073	2.07911930546854	0.8751607493628909	2.375699900826357
A0A8V0ZH42	Far upstream element binding protein 1 OS=Gallus gallus OX=9031 GN=FUBP1 PE=1 SV=1	FUBP1	1.63	1	1	1.0		9776.63			1.0				
A0A8V0ZH96	Proteasome 26S subunit, ATPase 3 OS=Gallus gallus OX=9031 GN=PSMC3 PE=1 SV=1	PSMC3	15.79	6	6	6.0	8064.8	30816.1	15285.6	0.4466672205145247	1.7067430976710696	0.8465896818144056	3.821061898621168	1.8953476837615317	2.016021615114879
A0A8V0ZHE1	Annexin OS=Gallus gallus OX=9031 GN=ANXA7 PE=1 SV=1	ANXA7	28.84	16	16	16.0	110147.0	79969.9	79635.7	1.224977998358496	0.8893693703044938	0.8856526313370103	0.726028852351857	0.7229947252308279	1.0041966103142184
A0A8V0ZHH4	WSC domain containing 2 OS=Gallus gallus OX=9031 GN=WSCD2 PE=3 SV=1	WSCD2	20.66	12	12	12.0	62296.2	48838.9	69216.9	1.0362435681334279	0.8123929870475515	1.1513634448190204	0.7839787980647296	1.1110934535332813	0.7055921314014353
A0A8V0ZHJ3	Mitogen-activated protein kinase kinase kinase 2 OS=Gallus gallus OX=9031 GN=MAP3K2 PE=4 SV=1	MAP3K2	1.23	1	1	0.0	178970.0	220947.0	243445.0	0.834537942868867	1.0302768892163354	1.1351851679147975	1.234547689556909	1.3602559088115327	0.9075848754338762
A0A8V0ZHK9	RPGRIP1 like OS=Gallus gallus OX=9031 GN=RPGRIP1L PE=1 SV=1	RPGRIP1L	2.99	3	3	3.0	52151.8	28287.2	48834.8	1.210263796685794	0.6564485611160188	1.133287642198187	0.5424012210508553	0.9363972096840376	0.5792426712098749
A0A8V0ZHL4	Prolyl 4-hydroxylase subunit alpha 1 OS=Gallus gallus OX=9031 GN=P4HA1 PE=1 SV=1	P4HA1	7.44	3	3	3.0	11823.8	12054.4	19546.4	0.8168503567102517	0.8327814188271164	1.3503682244626318	1.0195030362489217	1.6531402763916847	0.6167069127818933
A0A8V0ZHR1	Protein disulfide isomerase family A member 5 OS=Gallus gallus OX=9031 GN=PDIA5 PE=1 SV=1	PDIA5	15.21	8	8	8.0	36197.5	33581.8	36708.9	1.01976087491384	0.9460710200754636	1.034168105010696	0.9277381034601837	1.0141280475170937	0.9148135738199727
A0A8V0ZHS7	Lymphocyte antigen 75 OS=Gallus gallus OX=9031 GN=LY75 PE=1 SV=1	LY75	15.88	30	30	30.0	137238.0	130627.0	171168.0	0.9377746091979418	0.8926003284491143	1.1696250623529438	0.9518282108453927	1.2472347309054344	0.7631508225836605
A0A8V0ZHX5	von Willebrand factor A domain containing 2 OS=Gallus gallus OX=9031 GN=VWA2 PE=4 SV=1	VWA2	11.65	8	8	8.0	78046.0	28445.2	167220.0	0.8554198732094266	0.31177240829019787	1.8328077185003755	0.3644671091407632	2.1425825795043947	0.17010644659729698
A0A8V0ZI42	Insulin degrading enzyme OS=Gallus gallus OX=9031 GN=IDE PE=1 SV=1	IDE	2.84	3	3	3.0	7508.57	9267.44	7309.94	0.9352219862617002	1.154296176816775	0.9104818369215246	1.2342483322390285	0.9735462278436506	1.2677860556995
A0A8V0ZI47	Galactosidase beta 1 like OS=Gallus gallus OX=9031 GN=GLB1L PE=1 SV=1	GLB1L	9.79	4	4	4.0	6634.05	11880.8	17854.4	0.5472246471950892	0.9800147102291082	1.4727606425758024	1.7908818896450884	2.6913273189077564	0.6654270095886727
A0A8V0ZI53	MANSC domain containing 1 OS=Gallus gallus OX=9031 GN=MANSC1 PE=4 SV=1	MANSC1	16.04	7	7	7.0	70237.0	131529.0	73842.6	0.7645298441340366	1.4316933506429046	0.8037768052230592	1.8726454717598986	1.051334766576021	1.7812075956155389
A0A8V0ZI58	Plexin B3 OS=Gallus gallus OX=9031 GN=PLXNB3 PE=1 SV=1	PLXNB3	8.15	14	14	14.0	50918.4	53237.4	63674.4	0.9101770718261671	0.9516296828580315	1.1381932453158012	1.0455434577677225	1.2505184766214177	0.8360879725604011
A0A8V0ZIA4	Cilia and flagella associated protein 100 OS=Gallus gallus OX=9031 GN=CFAP100 PE=4 SV=1	CFAP100	4.15	2	2	2.0	15820.5	10420.4	5836.05	1.4796138660315272	0.974568966189117	0.5458171677793555	0.6586643911380803	0.3688916279510761	1.785522742265745
A0A8V0ZIF0	N-acetyl-alpha-glucosaminidase OS=Gallus gallus OX=9031 GN=NAGLU PE=4 SV=1	NAGLU	9.59	7	7	7.0	26185.7	32193.2	76207.7	0.5836918385634231	0.7176019009321879	1.6987062605043888	1.2294191104305021	2.9102792745658888	0.42244025210050956
A0A8V0ZIN3	Actin, beta OS=Gallus gallus OX=9031 GN=ACTB PE=3 SV=1	ACTB	59.79	21	21	0.0	5049760.0	6889710.0	3175240.0	1.0022871758703937	1.3674843910336354	0.6302284330959707	1.364363850955293	0.6287902791419789	2.1698233834292844
A0A8V0ZIN8	Coenzyme A synthase OS=Gallus gallus OX=9031 PE=1 SV=1	--	6.23	3	3	3.0	19480.1	23792.4	19343.5	0.9333125718666155	1.1399195093905712	0.9267679187428134	1.22136950015657	0.9929877156688108	1.2299945718199912
A0A8V0ZIX6	Ovochymase 2 OS=Gallus gallus OX=9031 GN=OVCH1 PE=1 SV=1	OVCH1	9.27	6	6	6.0	35117.4	20258.5	154477.0	0.5020288020799332	0.2896100077721109	2.208361190147956	0.5768792678273449	4.398873492912346	0.13114250017802004
A0A8V0ZIY5	Bardet-Biedl syndrome 4 OS=Gallus gallus OX=9031 GN=BBS4 PE=3 SV=1	BBS4	1.88	1	1	1.0	11445.9	8367.05	9252.9	1.1813760822408428	0.8635959381886302	0.9550279795705269	0.7310084833870643	0.8084030089376981	0.9042624474489079
A0A8V0ZJ00	Leucine rich repeat containing 47 OS=Gallus gallus OX=9031 GN=LRRC47 PE=1 SV=1	LRRC47	2.09	1	1	1.0	4539.96	4222.67		1.0362094485331457	0.963790551466854		0.9301117190459829		
A0A8V0ZJF4	Pleckstrin homology and RhoGEF domain containing G3 OS=Gallus gallus OX=9031 GN=PLEKHG3 PE=4 SV=1	PLEKHG3	1.4	2	2	2.0	2834.91	5929.13	3050.29	0.719865620818108	1.5055775486210388	0.7745568305608527	2.091470275952323	1.0759741931842635	1.9437922295912848
A0A8V0ZJG3	Coiled-coil domain-containing protein 51 OS=Gallus gallus OX=9031 GN=CCDC51 PE=1 SV=1	CCDC51	7.4	3	3	3.0		11808.8			1.0				
A0A8V0ZJH8	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 OS=Gallus gallus OX=9031 GN=SPOCK2 PE=4 SV=1	SPOCK2	37.22	12	1	1.0	160662.0	381923.0	133517.0	0.712889475256692	1.6946688517413053	0.5924416730020027	2.3771831546974393	0.8310428103720856	2.8604821857890754
A0A8V0ZJX2	Somatostatin 7 OS=Gallus gallus OX=9031 GN=SST7 PE=3 SV=1	SST7	13.46	2	2	2.0	78600.4	26108.7	27515.8	1.7833343039019125	0.5923702721650763	0.6242954239330111	0.3321700652922886	0.3500720098116549	0.9488621083159494
A0A8V0ZK24	Keratin 13 OS=Gallus gallus OX=9031 GN=KRT13 PE=1 SV=1	KRT13	12.69	7	4	3.0	641151.0	1076230.0	273895.0	0.965939929974549	1.6214176236744682	0.412642446350983	1.6785905348350076	0.4271926582037617	3.9293524890925355
A0A8V0ZKI9	Alpha-2-macroglobulin OS=Gallus gallus OX=9031 GN=A2M PE=1 SV=1	A2M	3.65	5	5	5.0	11600.8	22227.5	8581.67	0.8206183593150383	1.5723307514718825	0.6070508892130788	1.916031652989449	0.7397481208192538	2.5901135792916765
A0A8V0ZKM2	Ovostatin OS=Gallus gallus OX=9031 GN=OVST PE=1 SV=1	OVST	31.23	43	43	43.0	1246240.0	29116.8	43912.9	2.833931530452037	0.06621117728998097	0.09985729225798183	0.02336371806393632	0.035236310822955454	0.6630580080113132
A0A8V0ZKQ8	N-acetylglucosamine-1-phosphate transferase gamma subunit OS=Gallus gallus OX=9031 GN=GNPTG PE=4 SV=1	GNPTG	35.83	9	9	9.0	331816.0	306239.0	195821.0	1.1937602233425593	1.1017429449942198	0.7044968316632209	0.9229181232972491	0.590149359886202	1.5638721076901865
A0A8V0ZKS5	ADP ribosylation factor GTPase activating protein 1 OS=Gallus gallus OX=9031 GN=ARFGAP1 PE=1 SV=1	ARFGAP1	4.95	2	2	2.0	4948.14	9517.38		0.684128880261477	1.3158711197385229		1.923425772108307		
A0A8V0ZKV3	Transmembrane protein 132A OS=Gallus gallus OX=9031 GN=TMEM132A PE=1 SV=1	TMEM132A	24.16	29	29	29.0	797243.0	557435.0	915273.0	1.0536478540726208	0.7367141405255003	1.2096380054018787	0.6992033796471089	1.148047709418584	0.6090368665960866
A0A8V0ZKZ3	Tetratricopeptide repeat protein 38 OS=Gallus gallus OX=9031 GN=LOC426193 PE=1 SV=1	LOC426193	9.2	3	3	3.0	23361.3	13976.4	7265.96	1.5712589504986811	0.940039449677448	0.488701599823871	0.5982715003017811	0.3110254994371033	1.9235448584908255
A0A8V0ZL25	Parvin alpha OS=Gallus gallus OX=9031 GN=PARVA PE=1 SV=1	PARVA	3.95	1	1	1.0			5153.74			1.0			
A0A8V0ZL52	Zinc finger CCCH-type containing, antiviral 1 OS=Gallus gallus OX=9031 GN=ZC3HAV1 PE=1 SV=1	ZC3HAV1	2.88	2	2	2.0	15101.4	17348.6	9418.68	1.0820546527858055	1.2430723872832865	0.6748729599309078	1.148807395340829	0.6236958162819342	1.841935387973686
A0A8V0ZL69	Elongation factor Tu GTP binding domain containing 2 OS=Gallus gallus OX=9031 GN=EFTUD2 PE=4 SV=1	EFTUD2	2.46	2	1	0.0		5042.29	6739.23		0.8559659534593159	1.144034046540684			0.7481997201460702
A0A8V0ZL91	Family with sequence similarity 98 member B OS=Gallus gallus OX=9031 GN=FAM98B PE=1 SV=1	FAM98B	3.61	1	1	1.0		6152.34			1.0				
A0A8V0ZLT9	Mitochondrial carrier 2 OS=Gallus gallus OX=9031 GN=MTCH2 PE=1 SV=1	MTCH2	14.83	3	3	3.0	6126.94	12229.6	9140.45	0.6684666212556355	1.3342842252915683	0.9972491534527961	1.9960371735319755	1.4918458480089574	1.3379647610347412
A0A8V0ZLV6	Sperm associated antigen 17 OS=Gallus gallus OX=9031 GN=SPAG17 PE=4 SV=1	SPAG17	4.09	9	9	9.0	61701.3	36285.5	61555.9	1.1602154156849547	0.6823032329276112	1.1574813513874342	0.5880832332544046	0.997643485631583	0.5894723332775574
A0A8V0ZM46	Family with sequence similarity 162 member A OS=Gallus gallus OX=9031 GN=FAM162A PE=1 SV=1	FAM162A	9.87	1	1	1.0	7397.32	22959.4	8942.04	0.5646987334969347	1.7526812550828574	0.6826200114202077	3.1037456808682067	1.208821573218409	2.567579657438347
A0A8V0ZM89	Trichoplein keratin filament-binding protein OS=Gallus gallus OX=9031 GN=TCHP PE=1 SV=1	TCHP	22.72	10	10	10.0	46892.8	28127.7	25524.2	1.3991627604438623	0.8392595532136452	0.7615776863424925	0.5998298246212638	0.5443095741776989	1.102001238040761
A0A8V0ZMD5	Collagen type XI alpha 1 chain OS=Gallus gallus OX=9031 GN=COL11A1 PE=4 SV=1	COL11A1	2.91	5	5	5.0	34559.9	17668.9	50030.4	1.0138911706721743	0.5183562945925648	1.467752534735261	0.5112543728425141	1.4476430776709421	0.35316327672774955
A0A8V0ZMG3	Catechol-O-methyltransferase domain containing 1 OS=Gallus gallus OX=9031 GN=COMTD1 PE=3 SV=1	COMTD1	10.95	4	4	4.0	19570.7	48250.6	37780.5	0.5559763185854787	1.3707323170627774	1.073291364351744	2.465450903646778	1.9304623748767291	1.2771297362395944
A0A8V0ZMN2	Coiled-coil domain containing 60 OS=Gallus gallus OX=9031 GN=CCDC60 PE=4 SV=1	CCDC60	6.12	3	3	3.0	11898.6	12473.9	11000.4	1.0091284570956862	1.0579200461370144	0.9329514967672992	1.0483502260770174	0.9245121274771821	1.1339496745572888
