Protein.accession	Protein.description	Gene.name	G1	G2	G3	label
A0A1D5PD64	mitogen-activated protein kinase kinase OS=Gallus gallus OX=9031 GN=MAP2K3 PE=1 SV=1	MAP2K3	0.672456963943794	1.83085304135301	0.496689994703193	A0A1D5PD64
A0A8V0Z0R7	ER lipid raft associated 2 OS=Gallus gallus OX=9031 GN=ERLIN2 PE=1 SV=1	ERLIN2	0.668614958297649	1.84209700910415	0.489288032598201	A0A8V0Z0R7
A0A8V0ZS72	Prohibitin OS=Gallus gallus OX=9031 GN=PHB1 PE=1 SV=1	PHB1	0.666444467492294	1.85227916943157	0.481276363076136	A0A8V0ZS72
A0A8V0ZU95	Cytochrome c oxidase subunit 5A, mitochondrial OS=Gallus gallus OX=9031 GN=COX5A PE=1 SV=1	COX5A	0.653050404754652	1.8667563240889	0.480193271156451	A0A8V0ZU95
Q5ZMG9	T-complex protein 1 subunit alpha OS=Gallus gallus OX=9031 GN=TCP1 PE=1 SV=1	TCP1	0.643611093025304	1.8566340228494	0.4997548841253	Q5ZMG9
A0A8V1A7V4	Small ribosomal subunit protein eS25 OS=Gallus gallus OX=9031 GN=SLC37A4 PE=1 SV=1	SLC37A4	0.630796506833203	1.86881311594249	0.500390377224304	A0A8V1A7V4
A0A8V0Y814	T-complex protein 1 subunit theta OS=Gallus gallus OX=9031 GN=CCT8 PE=1 SV=1	CCT8	0.626754708466738	1.87464406520984	0.498601226323418	A0A8V0Y814
A0A8V0YWL6	MICOS complex subunit MIC60 OS=Gallus gallus OX=9031 GN=IMMT PE=1 SV=1	IMMT	0.616429251946914	1.88344061080974	0.500130137243342	A0A8V0YWL6
Q5ZHZ0	Spliceosome RNA helicase DDX39B OS=Gallus gallus OX=9031 GN=DDX39B PE=2 SV=1	DDX39B	0.598859558598915	1.91084813107566	0.490292310325429	Q5ZHZ0
F1NPA9	DNA-(apurinic or apyrimidinic site) lyase OS=Gallus gallus OX=9031 GN=RPS3 PE=1 SV=2	RPS3	0.624867470760839	1.92029479292347	0.454837736315689	F1NPA9
A0A1D5PEH3	Pyruvate dehydrogenase E1 component subunit alpha OS=Gallus gallus OX=9031 GN=PDHA2 PE=1 SV=1	PDHA2	0.603709437180008	1.94611508184842	0.450175480971568	A0A1D5PEH3
A0A8V1AA37	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Gallus gallus OX=9031 GN=NDUFS1 PE=1 SV=1	NDUFS1	0.578754127696206	1.94564715159307	0.475598720710726	A0A8V1AA37
A0A1D5P179	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Gallus gallus OX=9031 GN=NDUFA13 PE=1 SV=1	NDUFA13	0.576916663635971	1.96541644165178	0.457666894712247	A0A1D5P179
A0A8V1AH40	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Gallus gallus OX=9031 GN=NDUFS7 PE=1 SV=1	NDUFS7	0.537869037084708	1.93393532298287	0.528195639932427	A0A8V1AH40
A0A8V0XP09	Importin 5 OS=Gallus gallus OX=9031 GN=IPO5 PE=1 SV=1	IPO5	0.527584394530351	1.95520487769827	0.517210727771377	A0A8V0XP09
A0A8V0ZL98	Large ribosomal subunit protein uL15 OS=Gallus gallus OX=9031 GN=RPL27A PE=1 SV=1	RPL27A	0.498851480804252	1.97809307699959	0.523055442196158	A0A8V0ZL98
A0A1D5PN54	ATP synthase subunit alpha OS=Gallus gallus OX=9031 GN=ATP5F1AZ PE=1 SV=1	ATP5F1AZ	0.552517208600417	1.97292858754471	0.474554203854875	A0A1D5PN54
A0A8V0XTC5	Sodium/potassium-transporting ATPase subunit beta OS=Gallus gallus OX=9031 GN=ATP1B1 PE=1 SV=1	ATP1B1	0.533233779018092	1.98847877820573	0.47828744277618	A0A8V0XTC5
A0A8V0Y8A2	ADP-ribosylation factor GTPase-activating protein 3 OS=Gallus gallus OX=9031 GN=ARFGAP3 PE=1 SV=1	ARFGAP3	0.54021457120819	1.98969216744969	0.470093261342122	A0A8V0Y8A2
A0A8V0YUT8	Alpha 2-HS glycoprotein OS=Gallus gallus OX=9031 GN=AHSG PE=1 SV=1	AHSG	0.60866200657818	1.97220425004298	0.419133743378837	A0A8V0YUT8
R4GGJ0	40S ribosomal protein S16 OS=Gallus gallus OX=9031 GN=RPS16 PE=1 SV=1	RPS16	0.614181508771439	1.97026019706027	0.415558294168286	R4GGJ0
A0A1L1RZK1	Lactoylglutathione lyase OS=Gallus gallus OX=9031 GN=GLO1 PE=1 SV=2	GLO1	0.572416469575167	1.99756766480486	0.430015865619968	A0A1L1RZK1
A0A8V1A4P1	IF rod domain-containing protein OS=Gallus gallus OX=9031 GN=KRT75L2 PE=3 SV=1	KRT75L2	0.545923358110093	2.04067761072214	0.413399031167771	A0A8V1A4P1
A0A1D5PXN7	Pyridoxal dependent decarboxylase domain containing 1 OS=Gallus gallus OX=9031 GN=PDXDC1 PE=1 SV=3	PDXDC1	0.566855894765699	2.04036301421259	0.392781091021715	A0A1D5PXN7
A0A8V0X4N2	Eukaryotic translation initiation factor 3 subunit C N-terminal domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.442578965194175	1.55742103480583		A0A8V0X4N2
A0A8V0Z6B5	Cytochrome c oxidase subunit 7A2 like OS=Gallus gallus OX=9031 GN=COX7A2L PE=1 SV=1	COX7A2L	0.440176533995379	1.55982346600462		A0A8V0Z6B5
A0A8V0YBA6	Serine hydrolase-like (pseudo OS=Gallus gallus OX=9031 GN=SERHL PE=1 SV=1	SERHL	0.431978112791746	1.56802188720825		A0A8V0YBA6
A0A1L1RYD1	Keratin OS=Gallus gallus OX=9031 GN=LOC121112087 PE=3 SV=1	LOC121112087	0.42990252561144	1.57009747438856		A0A1L1RYD1
A0A8V1AK12	H(+)-transporting two-sector ATPase OS=Gallus gallus OX=9031 GN=LOC776719 PE=3 SV=1	LOC776719	0.425949509179659	1.57405049082034		A0A8V1AK12
A0A1D5PL38	Delta-1-pyrroline-5-carboxylate synthase OS=Gallus gallus OX=9031 GN=ALDH18A1 PE=1 SV=2	ALDH18A1	0.415950483487667	1.58404951651233		A0A1D5PL38
A0A8V0ZAK3	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Gallus gallus OX=9031 GN=SUCLG2 PE=1 SV=1	SUCLG2	0.408806024969054	1.59119397503095		A0A8V0ZAK3
Q9PW72	PDZ and LIM domain protein 4 OS=Gallus gallus OX=9031 GN=PDLIM4 PE=1 SV=1	PDLIM4		1.64574268705363	0.354257312946372	Q9PW72
A0A8V0ZL04	IF rod domain-containing protein OS=Gallus gallus OX=9031 GN=KRT9 PE=3 SV=1	KRT9	0.391141280509141	1.60885871949086		A0A8V0ZL04
A0A1D5PIF0	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Gallus gallus OX=9031 GN=SDHB PE=3 SV=1	SDHB	0.390825638678763	1.60917436132124		A0A1D5PIF0
A0A8V0Y599	Metadherin OS=Gallus gallus OX=9031 GN=MTDH PE=1 SV=1	MTDH	0.389304411756614	1.61069558824339		A0A8V0Y599
A0A8V1AG73	EF-hand domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--		1.61275839604008	0.387241603959918	A0A8V1AG73
A0A3Q2UAH4	Myelin expression factor 2 OS=Gallus gallus OX=9031 GN=MYEF2 PE=1 SV=1	MYEF2		1.6163407162403	0.383659283759704	A0A3Q2UAH4
A0A8V0Z784	Leucine rich pentatricopeptide repeat containing OS=Gallus gallus OX=9031 GN=LRPPRC PE=1 SV=1	LRPPRC		1.62551163275641	0.374488367243588	A0A8V0Z784
A0A8V0ZRW5	Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Gallus gallus OX=9031 GN=IDH3A PE=1 SV=1	IDH3A	0.370075565596952	1.62992443440305		A0A8V0ZRW5
A0A8V1AAB0	Large ribosomal subunit protein uL29 OS=Gallus gallus OX=9031 GN=RPL35 PE=3 SV=1	RPL35	0.370010142878545	1.62998985712145		A0A8V1AAB0
A0A1D5P0U8	ATP synthase subunit gamma OS=Gallus gallus OX=9031 GN=ATP5C1 PE=1 SV=1	ATP5C1	0.463622696904826	2.05327586771984	0.483101435375335	A0A1D5P0U8
A0A8V0XW68	Cytochrome c oxidase subunit 4 OS=Gallus gallus OX=9031 GN=COX4I1 PE=1 SV=1	COX4I1	0.49636324269843	2.0919187018393	0.41171805546227	A0A8V0XW68
A0A8V0YUC6	Coagulation factor IX OS=Gallus gallus OX=9031 GN=F9 PE=1 SV=1	F9	0.42703901980539	2.17145915749226	0.401501822702349	A0A8V0YUC6
Q5F3B9	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Gallus gallus OX=9031 GN=SUCLA2 PE=1 SV=1	SUCLA2	0.448059193248806	2.19406453657434	0.357876270176849	Q5F3B9
A0A8V0YB32	Corticotropin-releasing factor-binding protein OS=Gallus gallus OX=9031 GN=CRHBP PE=3 SV=1	CRHBP	0.415881232429523	2.05646274881919	0.527656018751283	A0A8V0YB32
A0A8V0YUR4	Small nuclear ribonucleoprotein-associated protein OS=Gallus gallus OX=9031 GN=SNRPN PE=1 SV=1	SNRPN	0.402266496826791	2.07010222378599	0.527631279387222	A0A8V0YUR4
A0A8V1APZ6	Signal recognition particle subunit SRP68 OS=Gallus gallus OX=9031 GN=SRP68 PE=1 SV=1	SRP68	0.388781279700797	2.13503088662631	0.476187833672897	A0A8V1APZ6
A0A8V0XM02	Sec1 family domain containing 1 OS=Gallus gallus OX=9031 GN=SCFD1 PE=1 SV=1	SCFD1	0.337945827957662	2.05258004612188	0.609474125920459	A0A8V0XM02
A0A1D5PC23	Transaldolase OS=Gallus gallus OX=9031 GN=TALDO1 PE=1 SV=1	TALDO1	0.361018164435946	2.10219466401214	0.536787171551911	A0A1D5PC23
A0A1D5NT61	Glutamate dehydrogenase 1, mitochondrial OS=Gallus gallus OX=9031 GN=GLUD2 PE=1 SV=1	GLUD2	0.325575605111659	2.13244358024907	0.54198081463927	A0A1D5NT61
A0A8V0X895	ATP-dependent RNA helicase DDX1 OS=Gallus gallus OX=9031 GN=DDX1 PE=1 SV=1	DDX1	1.0647599735508	1.61750055102491	0.317739475424289	A0A8V0X895
A0A8V0YYM2	CDGSH iron-sulfur domain-containing protein 2 OS=Gallus gallus OX=9031 GN=CISD2 PE=1 SV=1	CISD2	1.07308348694388	1.6231362330066	0.303780280049521	A0A8V0YYM2
A0A8V0X7S6	Family with sequence similarity 175 member B OS=Gallus gallus OX=9031 GN=FAM175B PE=1 SV=1	FAM175B	1.19301724754458	1.51388326022695	0.293099492228473	A0A8V0X7S6
A0A1D5P3Y7	Capping protein regulator and myosin 1 linker 1 OS=Gallus gallus OX=9031 GN=CARMIL1 PE=1 SV=2	CARMIL1	1.10093282054133	1.61792938902738	0.281137790431296	A0A1D5P3Y7
A0A8V1A102	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Gallus gallus OX=9031 GN=PDHX PE=1 SV=1	PDHX	1.05015119132557	1.6788504445411	0.270998364133335	A0A8V1A102
A0A8V1A8R0	Pancreatic polypeptide OS=Gallus gallus OX=9031 GN=PPY PE=1 SV=1	PPY	1.41709059910611	1.31544422385914	0.267465177034757	A0A8V1A8R0
A0A8V0XJW7	Dynactin subunit 1 OS=Gallus gallus OX=9031 GN=DCTN1 PE=3 SV=1	DCTN1	1.30339114946305	1.45376727134384	0.242841579193111	A0A8V0XJW7
A0A1D5P7R1	RNA transcription, translation and transport factor protein OS=Gallus gallus OX=9031 GN=RTRAF PE=1 SV=1	RTRAF	1.20433371543122	1.57148839034212	0.224177894226658	A0A1D5P7R1
F1NCA2	Glycerol-3-phosphate dehydrogenase OS=Gallus gallus OX=9031 GN=GPD2 PE=1 SV=2	GPD2	0.920123929137763	1.85470563564068	0.225170435221553	F1NCA2
P84172	Elongation factor Tu, mitochondrial (Fragment) OS=Gallus gallus OX=9031 GN=TUFM PE=1 SV=1	TUFM	0.929086503371967	1.86693136367617	0.203982132951858	P84172
A0A8V0X678	ADP ribosylation factor interacting protein 2 OS=Gallus gallus OX=9031 GN=ARFIP2 PE=1 SV=1	ARFIP2	1.11104666494982	1.72714681119105	0.161806523859129	A0A8V0X678
A0A1D5NY06	Spermidine synthase OS=Gallus gallus OX=9031 GN=SRM PE=1 SV=2	SRM	0.808645233415072	1.73904458014883	0.452310186436098	A0A1D5NY06
A0A8V0ZEB2	Mitochondrial cardiolipin hydrolase OS=Gallus gallus OX=9031 GN=PLD6 PE=3 SV=1	PLD6	0.846371486487128	1.72046892727782	0.433159586235052	A0A8V0ZEB2
A0A8V1A582	Proteasome subunit alpha type OS=Gallus gallus OX=9031 GN=PSMA5 PE=1 SV=1	PSMA5	0.802529288881418	1.76433484737006	0.433135863748521	A0A8V1A582
A0A3Q2UCS5	Coiled-coil domain-containing protein 25 OS=Gallus gallus OX=9031 GN=CCDC25 PE=1 SV=1	CCDC25	0.802602872505344	1.76738958156393	0.430007545930723	A0A3Q2UCS5
A0A8V0Y492	enoyl-CoA hydratase OS=Gallus gallus OX=9031 GN=HADHA PE=1 SV=1	HADHA	0.830004264859514	1.74842228267462	0.42157345246587	A0A8V0Y492
A0A3Q2UHM4	Dynamin-1-like protein OS=Gallus gallus OX=9031 GN=DNM1L PE=1 SV=1	DNM1L	0.811829928361509	1.76952956113899	0.418640510499499	A0A3Q2UHM4
A0A8V0ZNG1	Proteasome 26S subunit, non-ATPase 14 OS=Gallus gallus OX=9031 GN=PSMD14 PE=1 SV=1	PSMD14	0.761673229783276	1.76334225358322	0.474984516633508	A0A8V0ZNG1
A0A8V0XXE8	Receptor expression-enhancing protein OS=Gallus gallus OX=9031 GN=REEP5 PE=1 SV=1	REEP5	0.774509636024885	1.75864378153816	0.466846582436953	A0A8V0XXE8
A0A8V0YS27	Fibrinogen beta chain OS=Gallus gallus OX=9031 GN=FGB PE=4 SV=1	FGB	0.742109580128881	1.80157419239819	0.45631622747293	A0A8V0YS27
A0A1D5PFB8	Dynactin subunit 2 OS=Gallus gallus OX=9031 GN=DCTN2 PE=1 SV=2	DCTN2	0.777030147786293	1.77892395316434	0.444045899049366	A0A1D5PFB8
A0A8V0Y2J9	Dynactin subunit 3 OS=Gallus gallus OX=9031 GN=DCTN3 PE=1 SV=1	DCTN3	0.760355359760811	1.79521988437007	0.444424755869115	A0A8V0Y2J9
Q5ZLN1	Phosphoglycerate mutase 1 OS=Gallus gallus OX=9031 GN=PGAM1 PE=1 SV=3	PGAM1	0.72277727892837	1.8501083204843	0.427114400587332	Q5ZLN1
A0A8V0YDF1	Myosin XVI OS=Gallus gallus OX=9031 GN=MYO16 PE=3 SV=1	MYO16	0.730120146565853	1.84772316618715	0.422156687246995	A0A8V0YDF1
A0A8V0YB71	Trifunctional enzyme subunit beta, mitochondrial OS=Gallus gallus OX=9031 GN=HADHB PE=1 SV=1	HADHB	0.849521910367679	1.7469931225915	0.403484967040821	A0A8V0YB71
A0A8V1A9M2	Ribosomal protein OS=Gallus gallus OX=9031 GN=RPL10A PE=1 SV=1	RPL10A	0.871469991301827	1.73953634954051	0.388993659157664	A0A8V1A9M2
Q5ZL72	60 kDa heat shock protein, mitochondrial OS=Gallus gallus OX=9031 GN=HSPD1 PE=1 SV=1	HSPD1	0.774567614051465	1.83693950909165	0.388492876856888	Q5ZL72
A0A8V0XA55	Solute carrier family 25 member 13 OS=Gallus gallus OX=9031 GN=SLC25A13 PE=1 SV=1	SLC25A13	0.800508832909306	1.82063460780449	0.3788565592862	A0A8V0XA55
A0A8V0Z382	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Gallus gallus OX=9031 GN=NDUFS5 PE=1 SV=1	NDUFS5	0.699284045542365	1.89238210581406	0.408333848643578	A0A8V0Z382
A0A8V0YQV1	Reticulon OS=Gallus gallus OX=9031 GN=RTN4 PE=1 SV=1	RTN4	0.668829393023669	1.92062748690742	0.410543120068916	A0A8V0YQV1
A0A8V0ZC01	Cytochrome c oxidase subunit OS=Gallus gallus OX=9031 GN=COX6A1 PE=1 SV=1	COX6A1	0.672796276081288	1.92812904758403	0.399074676334678	A0A8V0ZC01
Q9YH14	ATP synthase subunit e, mitochondrial OS=Gallus gallus OX=9031 GN=rbf PE=1 SV=1	rbf	0.658725585748818	1.92320625829194	0.418068155959246	Q9YH14
A0A8V0ZHE8	Voltage-dependent anion-selective channel protein 2 OS=Gallus gallus OX=9031 GN=VDAC2 PE=1 SV=1	VDAC2	0.649293183537943	1.93144139396166	0.419265422500398	A0A8V0ZHE8
A0A8V0X7S3	Eukaryotic translation initiation factor 3 subunit C N-terminal domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.65738063624302	1.9522559986547	0.390363365102276	A0A8V0X7S3
F1NIL3	ATP synthase subunit OS=Gallus gallus OX=9031 GN=ATP5L PE=1 SV=3	ATP5L	0.740327366878554	1.87897428308523	0.380698350036217	F1NIL3
A0A3Q2TTG3	Solute carrier family 25 member 24 OS=Gallus gallus OX=9031 GN=SLC25A24 PE=1 SV=1	SLC25A24	0.737435286103542	1.89360354223433	0.368961171662125	A0A3Q2TTG3
A0A1D5PBY3	Thioredoxin-dependent peroxide reductase, mitochondrial OS=Gallus gallus OX=9031 GN=PRDX3 PE=1 SV=2	PRDX3	0.703909415081306	1.91690781571856	0.379182769200132	A0A1D5PBY3
A0A8V0Z066	Kinectin 1 OS=Gallus gallus OX=9031 GN=KTN1 PE=1 SV=1	KTN1	0.767311805167531	1.87253617464018	0.360152020192289	A0A8V0Z066
A0A8V0ZZK0	ZPR1 zinc finger OS=Gallus gallus OX=9031 GN=ZPR1 PE=1 SV=1	ZPR1	0.756096297024136	1.89003608750763	0.353867615468236	A0A8V0ZZK0
A0A8V0ZJP1	Large ribosomal subunit protein uL10 OS=Gallus gallus OX=9031 GN=RPLP0 PE=3 SV=1	RPLP0	0.741647883299981	1.90693572587047	0.351416390829544	A0A8V0ZJP1
A0A8V0ZWH3	Acetyltransferase component of pyruvate dehydrogenase complex OS=Gallus gallus OX=9031 GN=DLAT PE=1 SV=1	DLAT	0.710736319592897	1.94395950110112	0.345304179305985	A0A8V0ZWH3
A0A8V0X9X8	Tumor protein, translationally-controlled 1 OS=Gallus gallus OX=9031 GN=TPT1 PE=1 SV=1	TPT1	0.731704116573771	1.93312470603205	0.335171177394177	A0A8V0X9X8
A0A8V0ZQ00	Keratin, type I cytoskeletal 20 OS=Gallus gallus OX=9031 GN=KRT40 PE=1 SV=1	KRT40	0.706852118547715	1.95635232699159	0.336795554460699	A0A8V0ZQ00
A0A8V1AJ29	Eosinophil peroxidase OS=Gallus gallus OX=9031 GN=LPO PE=1 SV=1	LPO	0.696179482467717	1.97311897562687	0.330701541905414	A0A8V1AJ29
A0A8V0Y9X9	ATP synthase subunit O, mitochondrial OS=Gallus gallus OX=9031 GN=ATP5O PE=1 SV=1	ATP5O	0.651693521867807	2.02023018743834	0.328076290693851	A0A8V0Y9X9
F1NJF9	Essential MCU regulator, mitochondrial OS=Gallus gallus OX=9031 GN=SMDT1 PE=3 SV=2	SMDT1	0.702074245484858	1.98528007722336	0.312645677291778	F1NJF9
A0A8V0XE68	acetyl-CoA C-acetyltransferase OS=Gallus gallus OX=9031 GN=ACAT1 PE=1 SV=1	ACAT1	0.691455549346996	2.00859275113885	0.299951699514154	A0A8V0XE68
A0A3S5ZPN3	Probable ATP-dependent RNA helicase DDX5 OS=Gallus gallus OX=9031 GN=DDX5 PE=1 SV=1	DDX5	0.67551791227333	2.02103701305203	0.303445074674635	A0A3S5ZPN3
A0A8V0YIZ9	Fibrinogen gamma chain OS=Gallus gallus OX=9031 GN=FGG PE=1 SV=1	FGG	0.674564280157755	2.02512088020919	0.300314839633054	A0A8V0YIZ9
A0A8V1A3B4	Ubiquinol-cytochrome c reductase core protein 1 OS=Gallus gallus OX=9031 GN=UQCRC1 PE=1 SV=1	UQCRC1	0.641229290182484	1.99112085047776	0.367649859339759	A0A8V1A3B4
A0A8V0Y121	Lysine--tRNA ligase OS=Gallus gallus OX=9031 GN=CHST4 PE=1 SV=1	CHST4	0.645670937616008	1.99869822715478	0.355630835229209	A0A8V0Y121
A0A8V0Z863	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Gallus gallus OX=9031 GN=NDUFB10 PE=1 SV=1	NDUFB10	0.602098532398911	2.02956102594917	0.368340441651917	A0A8V0Z863
A0A8V0YU69	N-acetyltransferase domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107056278 PE=3 SV=1	LOC107056278	0.595075943629905	2.03695044954834	0.367973606821751	A0A8V0YU69
A0A8V0XWR2	Catenin alpha 3 OS=Gallus gallus OX=9031 GN=CTNNA3 PE=1 SV=1	CTNNA3	0.591165171448557	2.0515047603236	0.357330068227846	A0A8V0XWR2
A0A8V0YXU7	Voltage-dependent anion-selective channel protein 3 OS=Gallus gallus OX=9031 GN=VDAC3 PE=1 SV=1	VDAC3	0.618475935066047	2.03218453111181	0.349339533822145	A0A8V0YXU7
A0A8V1A624	ATP synthase subunit beta OS=Gallus gallus OX=9031 GN=ATP5B PE=1 SV=1	ATP5B	0.579345761250976	2.08274674593424	0.337907492814786	A0A8V1A624
E1C658	ATP synthase subunit d, mitochondrial OS=Gallus gallus OX=9031 GN=ATP5H PE=1 SV=3	ATP5H	0.604556334569987	2.07020728297078	0.325236382459234	E1C658
A0A8V0XD01	USO1 vesicle transport factor OS=Gallus gallus OX=9031 GN=USO1 PE=1 SV=1	USO1	0.571060796858634	2.1113692706957	0.317569932445667	A0A8V0XD01
A0A8V0YA67	N-acylneuraminate cytidylyltransferase OS=Gallus gallus OX=9031 GN=CMAS PE=1 SV=1	CMAS	0.927466205216792	1.72727557402766	0.34525822075555	A0A8V0YA67
A0A8V1A0H5	Coiled-coil domain containing 141 OS=Gallus gallus OX=9031 GN=CCDC141 PE=4 SV=1	CCDC141	0.939747368761319	1.72746799312655	0.33278463811213	A0A8V1A0H5
P13648	Lamin-A OS=Gallus gallus OX=9031 GN=LMNA PE=2 SV=1	LMNA	0.970219133861354	1.71521631309025	0.314564553048393	P13648
A0A8V1ACR8	Coatomer subunit epsilon OS=Gallus gallus OX=9031 GN=COPE PE=3 SV=1	COPE	0.850245730345438	1.80362017304349	0.346134096611069	A0A8V1ACR8
A0A8V0ZTF7	Isovaleryl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=IVD PE=1 SV=1	IVD	0.88283987663378	1.79118034580817	0.325979777558046	A0A8V0ZTF7
A0A8V0ZNG4	Proteasome subunit alpha 1 OS=Gallus gallus OX=9031 GN=PSMA1 PE=3 SV=1	PSMA1	0.798266382196413	1.83875081830424	0.36298279949935	A0A8V0ZNG4
A0A1D5P8I3	Splicing factor proline and glutamine rich OS=Gallus gallus OX=9031 GN=SFPQ PE=1 SV=2	SFPQ	0.800898719542787	1.84812075998517	0.350980520472046	A0A1D5P8I3
A0A8V0ZCP8	Citrate transport protein OS=Gallus gallus OX=9031 GN=SLC25A1 PE=1 SV=1	SLC25A1	0.818508152643909	1.84283557917577	0.338656268180317	A0A8V0ZCP8
O93256	Keratin, type I cytoskeletal 19 OS=Gallus gallus OX=9031 GN=KRT19 PE=2 SV=1	KRT19	0.794073316412172	1.8702595364445	0.335667147143327	O93256
A0A8V1AFZ6	Heteroous nuclear ribonucleoprotein M OS=Gallus gallus OX=9031 GN=HNRNPM PE=1 SV=1	HNRNPM	0.801640560346121	1.88215065197909	0.316208787674786	A0A8V1AFZ6
A0A1D5PQV3	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Gallus gallus OX=9031 GN=DLST PE=1 SV=2	DLST	0.801657644848585	1.88894674765599	0.309395607495424	A0A1D5PQV3
A0A146F0A0	Keratin 7 OS=Gallus gallus OX=9031 GN=otokeratin PE=1 SV=1	otokeratin	0.797924645079113	1.8947980850613	0.307277269859588	A0A146F0A0
A0A8V0XVX3	Endoplasmic reticulum-Golgi intermediate compartment protein OS=Gallus gallus OX=9031 GN=ERGIC1 PE=1 SV=1	ERGIC1	0.841115185813157	1.8609866133422	0.297898200844648	A0A8V0XVX3
A0A1D5NXB3	RNA binding motif protein 4B OS=Gallus gallus OX=9031 GN=LOC100859276 PE=1 SV=2	LOC100859276	0.959694704426532	1.76236082371687	0.2779444718566	A0A1D5NXB3
A0A8V0Z9M9	Ubiquitin-like modifier-activating enzyme 5 OS=Gallus gallus OX=9031 GN=UBA5 PE=3 SV=1	UBA5	0.965763704950216	1.77341270222168	0.260823592828105	A0A8V0Z9M9
A0A1D5NXQ7	Tumor protein D52 like 2 OS=Gallus gallus OX=9031 GN=TPD52L2 PE=1 SV=2	TPD52L2	0.906673221286935	1.81382326433521	0.279503514377855	A0A1D5NXQ7
A0A8V0Z420	3-ketoacyl-CoA reductase OS=Gallus gallus OX=9031 GN=HSD17B12 PE=1 SV=1	HSD17B12	0.893594102433589	1.83188693231112	0.274518965255293	A0A8V0Z420
A0A8V0X6I3	Cytochrome c oxidase subunit 6B1 OS=Gallus gallus OX=9031 GN=LOC121108888 PE=4 SV=1	LOC121108888	0.775014746515165	1.9404171797764	0.284568073708429	A0A8V0X6I3
A0A8V0ZQC1	Keratin, type II cytoskeletal 8 OS=Gallus gallus OX=9031 GN=KRT8 PE=1 SV=1	KRT8	0.730633434425035	1.99037598167106	0.278990583903906	A0A8V0ZQC1
A0A8V0YY54	Lamin-L(III) OS=Gallus gallus OX=9031 GN=LMNAL PE=1 SV=1	LMNAL	0.752539285106701	1.9858370442159	0.261623670677396	A0A8V0YY54
A0A8V0ZVD2	Keratin 18 OS=Gallus gallus OX=9031 GN=KRT18 PE=1 SV=1	KRT18	0.732751906234584	2.01122095114493	0.256027142620486	A0A8V0ZVD2
A0A8V0ZI98	ATP synthase subunit f, mitochondrial OS=Gallus gallus OX=9031 GN=ATP5J2 PE=1 SV=1	ATP5J2	0.756996099531716	1.99876628705646	0.244237613411827	A0A8V0ZI98
A0A8V0X7N6	HECT-type E3 ubiquitin transferase OS=Gallus gallus OX=9031 GN=LOC100859273 PE=1 SV=1	LOC100859273	0.538377223176069	2.16911676616191	0.292506010662019	A0A8V0X7N6
A0A1D5PC99	Electron transfer flavoprotein subunit alpha OS=Gallus gallus OX=9031 GN=ETFA PE=1 SV=1	ETFA	0.543845133658608	2.18763665929706	0.268518207044337	A0A1D5PC99
F1NXH1	Mitochondrial amidoxime reducing component 1 OS=Gallus gallus OX=9031 GN=MARC1 PE=1 SV=2	MARC1	0.544709906157772	2.20304960849355	0.252240485348676	F1NXH1
A0A3Q2UJ64	Cytochrome b-c1 complex subunit 7 OS=Gallus gallus OX=9031 GN=UQCRB PE=1 SV=1	UQCRB	0.455041412790199	2.2857254194708	0.259233167739001	A0A3Q2UJ64
A0A8V1A4N7	ATP synthase subunit b OS=Gallus gallus OX=9031 GN=ATP5PB PE=1 SV=1	ATP5PB	0.43151938002988	2.29932134017521	0.269159279794913	A0A8V1A4N7
P18944	Cytochrome c oxidase subunit 2 OS=Gallus gallus OX=9031 GN=MT-CO2 PE=3 SV=1	MT-CO2	0.417903694630811	2.33226997678287	0.249826328586315	P18944
A0A8V0Y9V7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Gallus gallus OX=9031 GN=NDUFS4 PE=1 SV=1	NDUFS4	0.468893909071397	2.309968664858	0.221137426070607	A0A8V0Y9V7
A0A8V1A8T0	Keratin 24 OS=Gallus gallus OX=9031 GN=KRT24 PE=1 SV=1	KRT24	0.628270424853037	2.12730950907187	0.244420066075097	A0A8V1A8T0
