Protein.accession	Protein.description	Gene.name	G1	G2	G3	label
Q5ZKB9	Probable ATP-dependent RNA helicase DDX6 OS=Gallus gallus OX=9031 GN=DDX6 PE=2 SV=1	DDX6	0.636447973298644	1.36355202670136		Q5ZKB9
E1C8Y9	Serine and arginine rich splicing factor 3 OS=Gallus gallus OX=9031 GN=SRSF3 PE=1 SV=1	SRSF3	0.635791385466328	1.36420861453367		E1C8Y9
A0A8V0ZDK9	Transmembrane protein 11 OS=Gallus gallus OX=9031 GN=TMEM11 PE=3 SV=1	TMEM11		1.36440939012257	0.635590609877433	A0A8V0ZDK9
A0A1D5PD57	Serine/threonine kinase 38 like OS=Gallus gallus OX=9031 GN=STK38L PE=1 SV=1	STK38L		1.37606939483307	0.623930605166931	A0A1D5PD57
A0A8V0ZYJ9	Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Gallus gallus OX=9031 GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2	0.623420258753111	1.37657974124689		A0A8V0ZYJ9
F1P337	Sorting nexin OS=Gallus gallus OX=9031 GN=SNX5 PE=1 SV=1	SNX5	0.62183345867894	1.37816654132106		F1P337
A0A8V0Y4M2	WASH complex subunit 3 OS=Gallus gallus OX=9031 GN=CCDC53 PE=3 SV=1	CCDC53	0.62081655496253	1.37918344503747		A0A8V0Y4M2
A0A8V0XQ47	Golgin B1 OS=Gallus gallus OX=9031 GN=GOLGB1 PE=1 SV=1	GOLGB1	0.618618978183602	1.3813810218164		A0A8V0XQ47
A0A1D5PR23	Epithelial splicing regulatory protein 2 OS=Gallus gallus OX=9031 GN=ESRP2 PE=3 SV=2	ESRP2	0.600685107138396	1.3993148928616		A0A1D5PR23
A0A8V1ANL7	Transmembrane protein 199 OS=Gallus gallus OX=9031 GN=TMEM199 PE=1 SV=1	TMEM199	0.598625826644664	1.40137417335534		A0A8V1ANL7
A0A8V0ZZE1	Signal recognition particle receptor subunit beta OS=Gallus gallus OX=9031 GN=SRPRB PE=1 SV=1	SRPRB	0.597936517849219	1.40206348215078		A0A8V0ZZE1
A0A8V1AED4	Leucine rich repeat containing 59 OS=Gallus gallus OX=9031 GN=LRRC59 PE=4 SV=1	LRRC59		1.40375225937292	0.59624774062708	A0A8V1AED4
A0A8V0YQE8	DnaJ heat shock protein family (Hsp40) member A3 OS=Gallus gallus OX=9031 GN=DNAJA3 PE=1 SV=1	DNAJA3	0.595696006127021	1.40430399387298		A0A8V0YQE8
A0A1D5P1U2	Pyruvate dehydrogenase E1 component subunit beta OS=Gallus gallus OX=9031 GN=PDHB PE=1 SV=2	PDHB	0.595106697348801	1.4048933026512		A0A1D5P1U2
A0A8V1AH32	60S ribosomal protein L36 OS=Gallus gallus OX=9031 GN=RPL36 PE=1 SV=1	RPL36	0.592161799143466	1.40783820085653		A0A8V1AH32
A0A8V0YIB0	VWFC domain-containing protein OS=Gallus gallus OX=9031 PE=1 SV=1	--	0.590623008350131	1.40937699164987		A0A8V0YIB0
Q01406	Src substrate protein p85 OS=Gallus gallus OX=9031 GN=CTTN1 PE=1 SV=1	CTTN1	0.588059430764985	1.41194056923501		Q01406
A0A8V0YYY4	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Gallus gallus OX=9031 GN=OGT PE=1 SV=1	OGT	0.583196818584735	1.41680318141526		A0A8V0YYY4
A0A3Q2TU20	Trafficking protein particle complex subunit OS=Gallus gallus OX=9031 GN=TRAPPC3 PE=3 SV=1	TRAPPC3		1.41836177145882	0.581638228541176	A0A3Q2TU20
A0A8V0XN01	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial OS=Gallus gallus OX=9031 GN=ECHDC3 PE=1 SV=1	ECHDC3	0.581635284090502	1.4183647159095		A0A8V0XN01
A0A8V1A936	Acidic leucine-rich nuclear phosphoprotein 32 family member OS=Gallus gallus OX=9031 GN=ANP32E PE=3 SV=1	ANP32E	0.578490193819254	1.42150980618075		A0A8V1A936
A0A1D5PXH1	Heterogeneous nuclear ribonucleoprotein A3 OS=Gallus gallus OX=9031 GN=HNRNPA3 PE=1 SV=2	HNRNPA3	0.577387936011323	1.42261206398868		A0A1D5PXH1
A0A8V0YBI3	Stomatin like 2 OS=Gallus gallus OX=9031 GN=STOML2 PE=1 SV=1	STOML2	0.577235416525749	1.42276458347425		A0A8V0YBI3
A0A8V0YCH8	Clathrin light chain OS=Gallus gallus OX=9031 GN=CLTA PE=1 SV=1	CLTA		1.42487066429265	0.575129335707353	A0A8V0YCH8
A0A8V0YVH2	RB binding protein 4, chromatin remodeling factor OS=Gallus gallus OX=9031 GN=RBBP4 PE=3 SV=1	RBBP4	0.572532982097407	1.42746701790259		A0A8V0YVH2
A0A8V0ZPP3	BCAR3 adaptor protein, NSP family member OS=Gallus gallus OX=9031 GN=BCAR3 PE=4 SV=1	BCAR3	0.571413605983783	1.42858639401622		A0A8V0ZPP3
A0A8V0X6A3	Ankyrin repeat domain 33B OS=Gallus gallus OX=9031 GN=ANKRD33B PE=4 SV=1	ANKRD33B		1.43123791684533	0.568762083154672	A0A8V0X6A3
A0A8V0YW93	Aminopeptidase like 1 OS=Gallus gallus OX=9031 GN=NPEPL1 PE=1 SV=1	NPEPL1	0.567989192177005	1.432010807823		A0A8V0YW93
A0A8V1AER6	RNA helicase OS=Gallus gallus OX=9031 GN=MOV10 PE=1 SV=1	MOV10	0.563977993286087	1.43602200671391		A0A8V1AER6
O57579	Aminopeptidase Ey OS=Gallus gallus OX=9031 GN=ANPEP PE=1 SV=2	ANPEP		1.43690848075394	0.563091519246061	O57579
A0A8V0ZT84	Kynurenine--oxoglutarate transaminase 3 OS=Gallus gallus OX=9031 GN=KYAT3 PE=1 SV=1	KYAT3	0.558901291397796	1.4410987086022		A0A8V0ZT84
A0A8V0YQY8	26S proteasome non-ATPase regulatory subunit 2 OS=Gallus gallus OX=9031 GN=PSMD2 PE=1 SV=1	PSMD2	0.723559140333861	1.57287661442646	0.703564245239675	A0A8V0YQY8
A0A8V1A4H0	Thimet oligopeptidase OS=Gallus gallus OX=9031 GN=THOP1 PE=1 SV=1	THOP1	0.709344032043664	1.57451363405564	0.716142333900693	A0A8V1A4H0
A0A8V0Y2X7	26S proteasome regulatory subunit 7 OS=Gallus gallus OX=9031 GN=PSMC2 PE=1 SV=1	PSMC2	0.704149334190073	1.55621606274621	0.739634603063716	A0A8V0Y2X7
A0A8V1A9W4	Coatomer subunit alpha OS=Gallus gallus OX=9031 GN=COPA PE=1 SV=1	COPA	0.684273605959829	1.59898992721887	0.716736466821305	A0A8V1A9W4
A0A8V0XB52	Proteasome subunit beta OS=Gallus gallus OX=9031 GN=PSMB5 PE=3 SV=1	PSMB5	0.68457376727497	1.52517590334427	0.790250329380764	A0A8V0XB52
A0A1D5P8C5	Protein phosphatase 1 regulatory subunit 7 OS=Gallus gallus OX=9031 GN=PPP1R7 PE=1 SV=1	PPP1R7	0.690605990308279	1.53245824311785	0.776935766573874	A0A1D5P8C5
A0A8V0YRF1	Dynein cytoplasmic 1 heavy chain 1 OS=Gallus gallus OX=9031 GN=DYNC1H1 PE=1 SV=1	DYNC1H1	0.68780636571233	1.53503447660277	0.777159157684898	A0A8V0YRF1
A0A8V0Z891	Small ribosomal subunit protein uS5 OS=Gallus gallus OX=9031 GN=RPS2 PE=1 SV=1	RPS2	0.672797642426564	1.55962118791061	0.767581169662831	A0A8V0Z891
A0A8V0XEL0	PIT54 protein OS=Gallus gallus OX=9031 GN=PIT54 PE=1 SV=1	PIT54	0.646991700024168	1.59757261385124	0.755435686124597	A0A8V0XEL0
A0A8V0YV66	Ribosomal protein S4, Y-linked 1 OS=Gallus gallus OX=9031 GN=RPS4Y1 PE=3 SV=1	RPS4Y1	0.653392997002585	1.65565946070089	0.690947542296526	A0A8V0YV66
A0A1L1RZR2	DnaJ homolog subfamily A member 1 OS=Gallus gallus OX=9031 GN=DNAJA1 PE=1 SV=2	DNAJA1	0.636824193731006	1.64366199922888	0.719513807040112	A0A1L1RZR2
A0A8V1A8C9	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Gallus gallus OX=9031 PE=1 SV=1	--	0.6327454939518	1.64985273141545	0.717401774632755	A0A8V1A8C9
A0A8V0XH43	Complement C4 gamma chain OS=Gallus gallus OX=9031 GN=C4A PE=1 SV=1	C4A	0.623270293671198	1.67787823495386	0.698851471374938	A0A8V0XH43
A0A8V0XQ96	Inter-alpha-trypsin inhibitor heavy chain 2 OS=Gallus gallus OX=9031 GN=ITIH2 PE=1 SV=1	ITIH2	0.730823399387622	1.60926695221385	0.659909648398528	A0A8V0XQ96
A0A8V0ZVE0	Anion exchange protein OS=Gallus gallus OX=9031 GN=SLC4A1 PE=1 SV=1	SLC4A1	0.732435233943724	1.62569256133395	0.641872204722327	A0A8V0ZVE0
Q5ZJ23	Argininosuccinate synthase OS=Gallus gallus OX=9031 GN=ASS1 PE=2 SV=1	ASS1	0.724383097591127	1.6284396620611	0.647177240347774	Q5ZJ23
A0A8V0Z7C7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Gallus gallus OX=9031 GN=NDUFB6 PE=1 SV=1	NDUFB6	0.721497314785922	1.65138818177339	0.627114503440687	A0A8V0Z7C7
A0A8V0XBM3	Galectin OS=Gallus gallus OX=9031 GN=LGALS1B PE=4 SV=1	LGALS1B	0.702232970690056	1.66567909242821	0.632087936881738	A0A8V0XBM3
A0A8V0Y9L1	Eukaryotic translation initiation factor 3 subunit L OS=Gallus gallus OX=9031 GN=EIF3L PE=1 SV=1	EIF3L	0.704737977435757	1.6214754070295	0.673786615534745	A0A8V0Y9L1
Q5ZLG7	ADP/ATP translocase OS=Gallus gallus OX=9031 GN=SLC25A6 PE=1 SV=1	SLC25A6	0.699301121006213	1.62476766850091	0.675931210492877	Q5ZLG7
A0A3Q2UGG0	IQ motif containing GTPase activating protein 2 OS=Gallus gallus OX=9031 GN=IQGAP2 PE=1 SV=1	IQGAP2	0.70525478635327	1.63856561239131	0.65617960125542	A0A3Q2UGG0
A0A8V1ACT0	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Gallus gallus OX=9031 GN=PRKAR1A PE=1 SV=1	PRKAR1A	0.690420329660449	1.65729723508657	0.652282435252976	A0A8V1ACT0
A0A8V0XJD2	PDZ and LIM domain 5 OS=Gallus gallus OX=9031 GN=PDLIM5 PE=1 SV=1	PDLIM5	0.678497669930816	1.62803884132947	0.69346348873971	A0A8V0XJD2
A0A8V0YZL1	Ubiquinol-cytochrome c reductase core protein 2 OS=Gallus gallus OX=9031 GN=UQCRC2 PE=1 SV=1	UQCRC2	0.668888011686559	1.64139999638617	0.689711991927268	A0A8V0YZL1
A0A3Q2U892	Meningioma expressed antigen 5 (hyaluronidase) OS=Gallus gallus OX=9031 GN=MGEA5 PE=1 SV=1	MGEA5	0.682511153191899	1.64350868183715	0.673980164970954	A0A3Q2U892
A0A8V0XY82	26S proteasome non-ATPase regulatory subunit 8 OS=Gallus gallus OX=9031 GN=LOC107050662 PE=3 SV=1	LOC107050662	0.67154619755112	1.6659253182633	0.66252848418558	A0A8V0XY82
A0A8V0X3M7	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=ACADSB PE=1 SV=1	ACADSB	0.660716530483972	1.68715651754712	0.652126951968903	A0A8V0X3M7
A0A8V1A545	Family with sequence similarity 120A OS=Gallus gallus OX=9031 GN=FAM120C PE=1 SV=1	FAM120C	0.63799946986593	1.71062301365541	0.651377516478655	A0A8V1A545
A0A1D5PXH4	glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Gallus gallus OX=9031 GN=GFPT1 PE=1 SV=1	GFPT1	0.616634799235182	1.72204488145191	0.661320319312907	A0A1D5PXH4
A0A1D5P1W7	Karyopherin subunit beta 1 OS=Gallus gallus OX=9031 GN=KPNB1 PE=1 SV=2	KPNB1	0.655260206322739	1.71582219909846	0.628917594578804	A0A1D5P1W7
A0A8V0X5E1	Neuropeptide Y OS=Gallus gallus OX=9031 GN=NPY PE=3 SV=1	NPY	0.632172258967798	1.7447940906677	0.623033650364505	A0A8V0X5E1
A0A8V1A0A4	Arginyl aminopeptidase OS=Gallus gallus OX=9031 GN=RNPEP PE=1 SV=1	RNPEP	0.64338113638406	1.74901336829141	0.607605495324534	A0A8V1A0A4
P09644	Tubulin alpha-5 chain OS=Gallus gallus OX=9031 PE=3 SV=1	--	0.640510370198102	1.75538594896298	0.604103680838918	P09644
A0A8V0YZP2	Exocyst complex component OS=Gallus gallus OX=9031 GN=EXOC6B PE=1 SV=1	EXOC6B		1.44916858815622	0.550831411843777	A0A8V0YZP2
A0A8V0XUY8	Acid phosphatase 6, lysophosphatidic OS=Gallus gallus OX=9031 PE=1 SV=1	--	0.548736294817563	1.45126370518244		A0A8V0XUY8
A0A8V0XG32	Transmembrane p24 trafficking protein family member 8 OS=Gallus gallus OX=9031 GN=TMED8 PE=1 SV=1	TMED8	0.546159085846613	1.45384091415339		A0A8V0XG32
A0A8V0X5J4	Superoxide dismutase [Cu-Zn] OS=Gallus gallus OX=9031 GN=CCS PE=3 SV=1	CCS	0.545887289980114	1.45411271001989		A0A8V0X5J4
A0A8V1AA89	AIG1-type G domain-containing protein OS=Gallus gallus OX=9031 GN=GIMAP6 PE=1 SV=1	GIMAP6		1.46092483102222	0.539075168977777	A0A8V1AA89
A0A8V0XMJ6	Long-chain-fatty-acid--CoA ligase OS=Gallus gallus OX=9031 GN=ACSL1 PE=1 SV=1	ACSL1	0.538272228416316	1.46172777158368		A0A8V0XMJ6
A0A1D5P9I3	Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Gallus gallus OX=9031 GN=IDH3B PE=1 SV=2	IDH3B		1.46537783247596	0.534622167524043	A0A1D5P9I3
A0A8V0YM29	U2 snRNP associated SURP domain containing OS=Gallus gallus OX=9031 GN=U2SURP PE=1 SV=1	U2SURP		1.46600526285177	0.53399473714823	A0A8V0YM29
A0A8V0YS58	Proline rich membrane anchor 1 OS=Gallus gallus OX=9031 GN=PRIMA1 PE=4 SV=1	PRIMA1	0.533975927698764	1.46602407230124		A0A8V0YS58
A0A8V1AB20	Zinc finger ZZ-type and EF-hand domain containing 1 OS=Gallus gallus OX=9031 GN=ZZEF1 PE=1 SV=1	ZZEF1		1.46623842761888	0.533761572381122	A0A8V1AB20
Q5ZIE0	Eukaryotic translation initiation factor 5 OS=Gallus gallus OX=9031 GN=EIF5 PE=1 SV=1	EIF5	0.532223079085626	1.46777692091437		Q5ZIE0
A0A8V0YUR6	Serpin domain-containing protein OS=Gallus gallus OX=9031 GN=SPIA3 PE=1 SV=1	SPIA3		1.4707470690444	0.529252930955596	A0A8V0YUR6
A0A8V0WZH6	NF-kappa-B essential modulator NEMO CC2-LZ domain-containing protein OS=Gallus gallus OX=9031 GN=IKBKG PE=4 SV=1	IKBKG	0.523669186345587	1.47633081365441		A0A8V0WZH6
A0A8V0Z8S4	Ribosome binding protein 1 OS=Gallus gallus OX=9031 GN=RRBP1 PE=1 SV=1	RRBP1		1.48569967476016	0.514300325239839	A0A8V0Z8S4
A0A8V0ZW50	Eukaryotic translation initiation factor 3 subunit M OS=Gallus gallus OX=9031 GN=EIF3M PE=1 SV=1	EIF3M	0.511550127877989	1.48844987212201		A0A8V0ZW50
A0A8V0ZNV5	CDK5 regulatory subunit associated protein 3 OS=Gallus gallus OX=9031 GN=CDK5RAP3 PE=1 SV=1	CDK5RAP3	0.5112227306391	1.4887772693609		A0A8V0ZNV5
A0A8V0Z6I7	Prenylcysteine oxidase 1 OS=Gallus gallus OX=9031 GN=PCYOX1 PE=1 SV=1	PCYOX1	0.508233767421015	1.49176623257898		A0A8V0Z6I7
Q5ZLX0	Progesterone receptor membrane component 2 OS=Gallus gallus OX=9031 GN=PGRMC2 PE=1 SV=1	PGRMC2	0.497165158504401	1.5028348414956		Q5ZLX0
A0A8V0YE85	Centrosomal protein 83 OS=Gallus gallus OX=9031 GN=CEP83 PE=4 SV=1	CEP83	0.496910172975324	1.50308982702468		A0A8V0YE85
A0A1D5PB69	Prefoldin subunit 1 OS=Gallus gallus OX=9031 GN=PFDN1 PE=1 SV=1	PFDN1		1.50428522361125	0.495714776388745	A0A1D5PB69
A0A1D5PR40	Large ribosomal subunit protein uL22 OS=Gallus gallus OX=9031 GN=LOC107049046 PE=1 SV=1	LOC107049046	0.49562378132939	1.50437621867061		A0A1D5PR40
A0A8V1AAF2	Macrophage migration inhibitory factor OS=Gallus gallus OX=9031 GN=MIF PE=3 SV=1	MIF	0.483042539066595	1.51695746093341		A0A8V1AAF2
A0A8V1A8B2	Brevican OS=Gallus gallus OX=9031 GN=BCAN PE=4 SV=1	BCAN	0.48279123521996	1.51720876478004		A0A8V1A8B2
A0A3Q2UCR0	Cleavage stimulation factor subunit 2 OS=Gallus gallus OX=9031 GN=CSTF2 PE=1 SV=1	CSTF2		1.51823127222488	0.481768727775118	A0A3Q2UCR0
A0A8V1AF05	26S proteasome non-ATPase regulatory subunit 4 OS=Gallus gallus OX=9031 GN=PSMD4 PE=1 SV=1	PSMD4	0.480546908960792	1.51945309103921		A0A8V1AF05
A0A8V0YTH3	Conserved oligomeric Golgi complex subunit 7 OS=Gallus gallus OX=9031 GN=COG7 PE=1 SV=1	COG7	0.476033586012881	1.52396641398712		A0A8V0YTH3
A0A8V0XNP4	Dehydrogenase/reductase 4 OS=Gallus gallus OX=9031 GN=DHRS4 PE=3 SV=1	DHRS4	0.472985983062187	1.52701401693781		A0A8V0XNP4
A0A8V0YP51	proton-translocating NAD(P)(+) transhydrogenase OS=Gallus gallus OX=9031 GN=NNT PE=1 SV=1	NNT		1.52786161207214	0.472138387927862	A0A8V0YP51
A0A1D5NU87	EMAP like 4 OS=Gallus gallus OX=9031 GN=EML4 PE=1 SV=1	EML4		1.5301383772696	0.469861622730402	A0A1D5NU87
Q5ZMI5	RAB9A, member RAS onco family OS=Gallus gallus OX=9031 GN=RAB9A PE=1 SV=1	RAB9A	0.467665081582071	1.53233491841793		Q5ZMI5
A0A8V1AB09	Ankyrin repeat and FYVE domain containing 1 OS=Gallus gallus OX=9031 GN=ANKFY1 PE=1 SV=1	ANKFY1		1.53678993120066	0.463210068799339	A0A8V1AB09
A0A1D5P0D3	Aminoacyl tRNA synthetase complex interacting multifunctional protein 1 OS=Gallus gallus OX=9031 GN=AIMP1 PE=1 SV=1	AIMP1	0.459317696536773	1.54068230346323		A0A1D5P0D3
Q5ZMS3	Eukaryotic translation initiation factor 2 subunit 3 OS=Gallus gallus OX=9031 GN=EIF2S3 PE=1 SV=1	EIF2S3	0.569531263886996	1.73306601174358	0.697402724369419	Q5ZMS3
A0A8V0ZM46	Family with sequence similarity 162 member A OS=Gallus gallus OX=9031 GN=FAM162A PE=1 SV=1	FAM162A	0.564698733496935	1.75268125508286	0.682620011420208	A0A8V0ZM46
A0A8V0X4M9	Eukaryotic translation initiation factor 3 subunit A OS=Gallus gallus OX=9031 GN=EIF3A PE=1 SV=1	EIF3A	0.55109167228985	1.78633817108665	0.662570156623504	A0A8V0X4M9
A0A8V0ZWY9	phenylalanine--tRNA ligase OS=Gallus gallus OX=9031 GN=FARSB PE=1 SV=1	FARSB	0.542688362042418	1.78955816543862	0.667753472518963	A0A8V0ZWY9
Q5ZL57	Coatomer subunit delta OS=Gallus gallus OX=9031 GN=ARCN1 PE=2 SV=1	ARCN1	0.601376429939957	1.76738574509191	0.631237824968134	Q5ZL57
A0A8V0Z8P7	Chromosome 16 open reading frame 89 OS=Gallus gallus OX=9031 GN=C16orf89 PE=4 SV=1	C16orf89	0.578722264252038	1.78670004735429	0.634577688393671	A0A8V0Z8P7
A0A8V0YJ12	Heteroous nuclear ribonucleoprotein H1 OS=Gallus gallus OX=9031 GN=HNRNPH1 PE=1 SV=1	HNRNPH1	0.570235029760455	1.79532721052625	0.634437759713292	A0A8V0YJ12
A0A1D5NWL9	Hydroxysteroid 17-beta dehydrogenase 4 OS=Gallus gallus OX=9031 GN=HSD17B4 PE=1 SV=1	HSD17B4	0.528241590352297	1.84937538663006	0.622383023017645	A0A1D5NWL9
F1NH93	Small ribosomal subunit protein uS10 OS=Gallus gallus OX=9031 GN=RPS20 PE=1 SV=3	RPS20	0.537337741801984	1.85501003475452	0.607652223443501	F1NH93
A0A1D5PNM0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Gallus gallus OX=9031 GN=NDUFB9 PE=1 SV=1	NDUFB9	0.548397728527258	1.85751802842484	0.594084243047906	A0A1D5PNM0
P14448	Fibrinogen alpha chain OS=Gallus gallus OX=9031 GN=FGA PE=1 SV=4	FGA	0.497402507982018	1.92102231715629	0.581575174861693	P14448
A0A8V0Y9K6	Solute carrier family 25 member 3 OS=Gallus gallus OX=9031 GN=SLC25A3 PE=1 SV=1	SLC25A3	0.457104283027511	1.90381753671146	0.639078180261028	A0A8V0Y9K6
A0A8V0XAV4	S-formylglutathione hydrolase OS=Gallus gallus OX=9031 GN=ESD PE=1 SV=1	ESD	0.715146484920553	1.67724407464877	0.607609440430682	A0A8V0XAV4
A0A8V0XCT6	Vitamin D-binding protein OS=Gallus gallus OX=9031 GN=GC PE=1 SV=1	GC	0.708160633768779	1.69163154741017	0.600207818821052	A0A8V0XCT6
A0A8V0ZJH8	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 OS=Gallus gallus OX=9031 GN=SPOCK2 PE=4 SV=1	SPOCK2	0.712889475256692	1.69466885174131	0.592441673002003	A0A8V0ZJH8
A0A8V1ABH8	Proteasome subunit beta OS=Gallus gallus OX=9031 GN=PSMB4 PE=1 SV=1	PSMB4	0.695157136116512	1.69511355815554	0.609729305727947	A0A8V1ABH8
A0A8V0ZEY1	26S proteasome non-ATPase regulatory subunit 13 OS=Gallus gallus OX=9031 GN=PSMD13 PE=1 SV=1	PSMD13	0.699095160882921	1.6977649944186	0.603139844698482	A0A8V0ZEY1
A0A8V0Z734	Family with sequence similarity 174 member B OS=Gallus gallus OX=9031 GN=FAM174B PE=3 SV=1	FAM174B	0.685840548181682	1.7054228062604	0.608736645557914	A0A8V0Z734
A0A1D5PMX3	WD repeat and FYVE domain containing 3 OS=Gallus gallus OX=9031 GN=WDFY3 PE=4 SV=2	WDFY3	0.68379764408649	1.71195045784492	0.604251898068587	A0A1D5PMX3
A0A8V0YA04	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107050560 PE=4 SV=1	LOC107050560	0.736521315076264	1.68075922286218	0.582719462061557	A0A8V0YA04
A0A8V1AED9	T-complex protein 1 subunit zeta OS=Gallus gallus OX=9031 GN=SUMF2 PE=3 SV=1	SUMF2	0.728015316527778	1.6912674954794	0.580717187992824	A0A8V1AED9
A0A8V0ZRZ2	Small COPII coat GTPase SAR1A OS=Gallus gallus OX=9031 GN=SAR1A PE=1 SV=1	SAR1A	0.734714510046299	1.708081925332	0.557203564621703	A0A8V0ZRZ2
A0A8V1A9H2	Spectrin alpha, non-erythrocytic 1 OS=Gallus gallus OX=9031 GN=SPTAN1 PE=1 SV=1	SPTAN1	0.713873393940043	1.70953907668953	0.576587529370423	A0A8V1A9H2
A0A3Q2UGR5	SC24C protein OS=Gallus gallus OX=9031 GN=SEC24C PE=1 SV=1	SEC24C	0.705396800681822	1.72421246291774	0.570390736400439	A0A3Q2UGR5
A0A8V1A960	Coatomer subunit beta' OS=Gallus gallus OX=9031 GN=COPB2 PE=1 SV=1	COPB2	0.678160931587829	1.75740564109552	0.564433427316654	A0A8V1A960
A0A8V0Y4P5	Translocon-associated protein subunit alpha OS=Gallus gallus OX=9031 GN=SSR1 PE=1 SV=1	SSR1	0.708905688298004	1.74329056650552	0.54780374519648	A0A8V0Y4P5
Q5ZMH8	N-acetylneuraminate synthase OS=Gallus gallus OX=9031 GN=NANS PE=1 SV=1	NANS	0.700621886248389	1.766314947489	0.533063166262609	Q5ZMH8
A0A8V0ZX92	Sodium/potassium-transporting ATPase subunit alpha OS=Gallus gallus OX=9031 GN=ATP1A1 PE=1 SV=1	ATP1A1	0.629326111199618	1.78485661940417	0.585817269396208	A0A8V0ZX92
A0A8V0Y4V6	Large ribosomal subunit protein uL24 OS=Gallus gallus OX=9031 GN=RPL26L1 PE=1 SV=1	RPL26L1	0.621765064788431	1.81257571594408	0.56565921926749	A0A8V0Y4V6
A0A8V0YCL9	Cytochrome c oxidase subunit 6C OS=Gallus gallus OX=9031 GN=COX6C PE=1 SV=1	COX6C	0.640003070198472	1.82072003079432	0.539276899007206	A0A8V0YCL9
R4GGZ2	NDUFA4, mitochondrial complex associated OS=Gallus gallus OX=9031 GN=NDUFA4 PE=1 SV=1	NDUFA4	0.620691531161216	1.83454526705804	0.544763201780742	R4GGZ2
A0A8V1AAU9	Glycine--tRNA ligase OS=Gallus gallus OX=9031 PE=1 SV=1	--	0.594702468013213	1.83068628879499	0.574611243191799	A0A8V1AAU9
A0A1D5PMT8	Large ribosomal subunit protein P2 OS=Gallus gallus OX=9031 GN=RPLP2 PE=1 SV=1	RPLP2	0.598635093787415	1.8304629506452	0.570901955567381	A0A1D5PMT8
A0A8V0YC02	N-myc downstream regulated 1 OS=Gallus gallus OX=9031 GN=NDRG1 PE=1 SV=1	NDRG1	0.59375663897663	1.85843356278355	0.547809798239815	A0A8V0YC02
A0A8V0YBZ4	Myotubularin related protein 9 OS=Gallus gallus OX=9031 GN=MTMR9 PE=1 SV=1	MTMR9	0.584960806437984	1.85968853917616	0.555350654385852	A0A8V0YBZ4
A0A8V0X6S4	Vesicle-associated membrane protein-associated protein A OS=Gallus gallus OX=9031 GN=VAPA PE=1 SV=1	VAPA	0.595747807570745	1.86717628440566	0.537075908023596	A0A8V0X6S4
A0A8V0ZVA2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Gallus gallus OX=9031 GN=NDUFB3 PE=1 SV=1	NDUFB3	0.590875361355517	1.88588662581093	0.523238012833553	A0A8V0ZVA2
F1NU79	26S proteasome regulatory subunit 8 OS=Gallus gallus OX=9031 GN=PSMC5 PE=1 SV=2	PSMC5	0.779914353299751	1.70574872431474	0.514336922385513	F1NU79
A0A8V0ZYC2	Tropomyosin alpha-1 chain OS=Gallus gallus OX=9031 GN=TPM1 PE=1 SV=1	TPM1	0.786370709032368	1.71388845884767	0.499740832119964	A0A8V0ZYC2
P50890	Small ribosomal subunit protein uS2 OS=Gallus gallus OX=9031 GN=RPSA PE=3 SV=1	RPSA	0.751053028642899	1.72725020722772	0.521696764129379	P50890
A0A8V0YCP2	T-complex protein 1 subunit beta OS=Gallus gallus OX=9031 GN=CCT2 PE=1 SV=1	CCT2	0.754243924086001	1.74154091424573	0.504215161668267	A0A8V0YCP2
A0A8V1A0C2	Glutathione S-transferase kappa OS=Gallus gallus OX=9031 GN=GSTK1 PE=1 SV=1	GSTK1	0.754836518728958	1.74327853527792	0.50188494599312	A0A8V1A0C2
F1NWX0	Tubulin alpha chain OS=Gallus gallus OX=9031 GN=TUBA3E PE=3 SV=3	TUBA3E	0.699544424774379	1.78605048466767	0.514405090557956	F1NWX0
A0A1D5PAN7	Keratin OS=Gallus gallus OX=9031 GN=LOC121112081 PE=3 SV=1	LOC121112081	0.690245063006151	1.79557531299412	0.514179623999733	A0A1D5PAN7
Q5F411	T-complex protein 1 subunit epsilon OS=Gallus gallus OX=9031 GN=CCT5 PE=1 SV=1	CCT5	0.690161751740765	1.80813496704391	0.501703281215327	Q5F411
Q5F3M8	Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Gallus gallus OX=9031 GN=OXCT1 PE=1 SV=1	OXCT1	0.706281743935638	1.81297387347121	0.480744382593149	Q5F3M8
