KEGG pathway	Protein accession	KEGG KO No.	G2/G1 Ratio	Regulated Type
map00590 Arachidonic acid metabolism	A0A8V0ZE99	K01047	0.451071691533524	Down
map00590 Arachidonic acid metabolism	A0A8V1A0M8	K18592	0.16787310866574964	Down
map00590 Arachidonic acid metabolism	Q8QFM7	K01830	0.09666151568328077	Down
map00590 Arachidonic acid metabolism	A0A3Q2U7H6	K15730	1.5280276129928487	Up
map00590 Arachidonic acid metabolism	A0A8V0Y6Q3	K01254	0.4598092693606442	Down
map00590 Arachidonic acid metabolism	A0A8V0YPP2	K00432	0.5483248236732755	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0ZJE0	K00799	0.33586074417581296	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0YGN2	K00799	1.9013394459131887	Up
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V1A0C2	K13299	2.30947826717945	Up
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V1AHJ8	K00799	0.6356046396470747	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A1D5NT70	K00799	0.3644176303988671	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0X7B2	K00799	0.4642272442125557	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0XB81	K00799	0.4438034154278763	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V1AI83	K00799	0.5882922980961233	Down
map00982 Drug metabolism - cytochrome P450	A0A8V0ZJE0	K00799	0.33586074417581296	Down
map00982 Drug metabolism - cytochrome P450	A0A8V0YGN2	K00799	1.9013394459131887	Up
map00982 Drug metabolism - cytochrome P450	A0A8V1A0C2	K13299	2.30947826717945	Up
map00982 Drug metabolism - cytochrome P450	A0A8V1AHJ8	K00799	0.6356046396470747	Down
map00982 Drug metabolism - cytochrome P450	A0A1D5NT70	K00799	0.3644176303988671	Down
map00982 Drug metabolism - cytochrome P450	A0A8V0X7B2	K00799	0.4642272442125557	Down
map00982 Drug metabolism - cytochrome P450	A0A8V0XB81	K00799	0.4438034154278763	Down
map00982 Drug metabolism - cytochrome P450	A0A8V1AI83	K00799	0.5882922980961233	Down
map00983 Drug metabolism - other enzymes	A0A8V0ZJE0	K00799	0.33586074417581296	Down
map00983 Drug metabolism - other enzymes	A0A8V0XGF5	K00940	0.48188043703189204	Down
map00983 Drug metabolism - other enzymes	A0A8V0Y9F8	K01044	0.6313892491878925	Down
map00983 Drug metabolism - other enzymes	A0A8V0YGN2	K00799	1.9013394459131887	Up
map00983 Drug metabolism - other enzymes	A0A8V0ZCN7	K13421	2.0830153055075717	Up
map00983 Drug metabolism - other enzymes	A0A8V1AHJ8	K00799	0.6356046396470747	Down
map00983 Drug metabolism - other enzymes	F1NAQ8	K01951	5.116797239991374	Up
map00983 Drug metabolism - other enzymes	A0A1D5NT70	K00799	0.3644176303988671	Down
map00983 Drug metabolism - other enzymes	A0A1D5PMN7	K01464	6.277494839430138	Up
map00983 Drug metabolism - other enzymes	A0A8V0X7B2	K00799	0.4642272442125557	Down
map00983 Drug metabolism - other enzymes	A0A8V0XB81	K00799	0.4438034154278763	Down
map00983 Drug metabolism - other enzymes	A0A8V1AI83	K00799	0.5882922980961233	Down
map00983 Drug metabolism - other enzymes	A0A8V1AJ29	K10789	2.8342101790084953	Up
map04014 Ras signaling pathway	A0A3Q3ACS4	K02649	0.5726021735738295	Down
map04014 Ras signaling pathway	Q5ZIP7	K07887	0.5809388302342581	Down
map04014 Ras signaling pathway	Q90694	K04393	0.665238608510764	Down
map04014 Ras signaling pathway	E1BS97	K04410	1.5735725087789747	Up
map04014 Ras signaling pathway	Q9I946	K05450	0.611688847711326	Down
map04014 Ras signaling pathway	A0A1D5P1T0	K07834	0.5597503607904085	Down
map04014 Ras signaling pathway	A0A8V0X5B9	K05093	2.882208579914363	Up
map04014 Ras signaling pathway	A0A8V0XR66	K01047	0.5385760917557162	Down
map04014 Ras signaling pathway	A0A8V0ZE99	K01047	0.451071691533524	Down
map04014 Ras signaling pathway	A0A1D5P6T3	K04527	1.673930645661105	Up
map04014 Ras signaling pathway	A0A8V0YR59	K05089	1.6840261331371669	Up
map04014 Ras signaling pathway	A0A8V0YWW2	K05103	0.4938494868346954	Down
map04014 Ras signaling pathway	A0A8V0Z8U4	K04392	0.609637907775325	Down
map04014 Ras signaling pathway	A0A8V0ZZU1	K07888	0.4287508784968213	Down
map04014 Ras signaling pathway	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04014 Ras signaling pathway	R4GKD1	K04542	0.4049756651412668	Down
map04014 Ras signaling pathway	A0A8V0WZH6	K07210	2.8192050480513324	Up
map04014 Ras signaling pathway	A0A8V0X2V3	K17632	0.4969190528634361	Down
map04014 Ras signaling pathway	A0A8V0XD22	K05449	0.6407513696843203	Down
map04014 Ras signaling pathway	A0A8V0YW34	K04349	1.987062622731816	Up
map04014 Ras signaling pathway	A0A8V1A081	K02678	0.4539295597579253	Down
map04014 Ras signaling pathway	A0A8V1A2A7	K08053	0.15386541212721472	Down
map04014 Ras signaling pathway	A0A8V1AAZ4	K17630	0.5345076944296664	Down
map04015 Rap1 signaling pathway	A0A1D5NYE8	K02105	1.6914007890894402	Up
map04015 Rap1 signaling pathway	A0A1D5NZL7	K05858	0.534340416963346	Down
map04015 Rap1 signaling pathway	A0A1D5PIQ5	K04441	1.5264758560763243	Up
map04015 Rap1 signaling pathway	A0A3Q3ACS4	K02649	0.5726021735738295	Down
map04015 Rap1 signaling pathway	Q90694	K04393	0.665238608510764	Down
map04015 Rap1 signaling pathway	Q9I946	K05450	0.611688847711326	Down
map04015 Rap1 signaling pathway	A0A1D5P1T0	K07834	0.5597503607904085	Down
map04015 Rap1 signaling pathway	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04015 Rap1 signaling pathway	A0A8V0X5B9	K05093	2.882208579914363	Up
map04015 Rap1 signaling pathway	A0A8V0XRQ6	K06070	0.6281021626345835	Down
map04015 Rap1 signaling pathway	A0A8V0XY43	K08041	0.5761072141837285	Down
map04015 Rap1 signaling pathway	A0A1D5P6T3	K04527	1.673930645661105	Up
map04015 Rap1 signaling pathway	A0A1D5PD64	K04432	2.7226322865563204	Up
map04015 Rap1 signaling pathway	A0A3Q2U1A5	K05690	1.8168092646166565	Up
map04015 Rap1 signaling pathway	A0A8V0X163	K05759	0.5470374155904082	Down
map04015 Rap1 signaling pathway	A0A8V0Y0T2	K05689	0.6574414066893093	Down
map04015 Rap1 signaling pathway	A0A8V0Y699	K06271	3.993703423916372	Up
map04015 Rap1 signaling pathway	A0A8V0YR59	K05089	1.6840261331371669	Up
map04015 Rap1 signaling pathway	A0A8V0YWW2	K05103	0.4938494868346954	Down
map04015 Rap1 signaling pathway	A0A8V0Z8U4	K04392	0.609637907775325	Down
map04015 Rap1 signaling pathway	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04015 Rap1 signaling pathway	Q0PVE4	K06093	0.5928014316102238	Down
map04015 Rap1 signaling pathway	A0A8V0XD22	K05449	0.6407513696843203	Down
map04020 Calcium signaling pathway	A0A1D5NZL7	K05858	0.534340416963346	Down
map04020 Calcium signaling pathway	A0A1L1RKB7	K05853	1.9617422968538	Up
map04020 Calcium signaling pathway	Q9I946	K05450	0.611688847711326	Down
map04020 Calcium signaling pathway	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04020 Calcium signaling pathway	A0A8V0X354	K13240	2.0362434396881137	Up
map04020 Calcium signaling pathway	A0A8V0X5B9	K05093	2.882208579914363	Up
map04020 Calcium signaling pathway	A0A8V0XY43	K08041	0.5761072141837285	Down
map04020 Calcium signaling pathway	Q5ZLG7	K05863	2.3234163648458868	Up
map04020 Calcium signaling pathway	A0A1L1RWI9	K05869	0.5409684697997795	Down
map04020 Calcium signaling pathway	A0A8V0XB58	K04515	0.5508747104577696	Down
map04020 Calcium signaling pathway	A0A8V0Y644	K04961	0.6176791909176287	Down
map04020 Calcium signaling pathway	A0A8V0YR59	K05089	1.6840261331371669	Up
map04020 Calcium signaling pathway	A0A8V0ZHE8	K15040	2.9746829982680567	Up
map04020 Calcium signaling pathway	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04020 Calcium signaling pathway	E1BS74	K04633	0.6206197405486875	Down
map04020 Calcium signaling pathway	A0A1D5NWP2	K16059	0.5542711953746562	Down
map04020 Calcium signaling pathway	A0A1D5P1F1	K04718	0.3848091229538987	Down
map04020 Calcium signaling pathway	A0A8V0XA34	K06856	0.24837100152427324	Down
map04020 Calcium signaling pathway	A0A8V0XD22	K05449	0.6407513696843203	Down
map04020 Calcium signaling pathway	A0A8V0XEJ5	K06856	0.649727147749004	Down
map04020 Calcium signaling pathway	A0A8V0XKR3	K08794	0.39493847364973533	Down
map04020 Calcium signaling pathway	A0A8V0XKX6	K06856	0.36650730821295774	Down
map04020 Calcium signaling pathway	A0A8V0YXU7	K15041	3.285794023489036	Up
map04360 Axon guidance	A0A3Q3ACS4	K02649	0.5726021735738295	Down
map04360 Axon guidance	Q90694	K04393	0.665238608510764	Down
map04360 Axon guidance	E1BS97	K04410	1.5735725087789747	Up
map04360 Axon guidance	Q03696	K06550	0.3086767465357968	Down
map04360 Axon guidance	A0A8V0XE48	K17388	2.701392795980169	Up
map04360 Axon guidance	A0A8V0XB58	K04515	0.5508747104577696	Down
map04360 Axon guidance	A0A8V0YWW2	K05103	0.4938494868346954	Down
map04360 Axon guidance	A0A8V0Z6R7	K07528	1.915718945132288	Up
map04360 Axon guidance	A0A8V0Z8U4	K04392	0.609637907775325	Down
map04360 Axon guidance	A0A8V0ZDU4	K06521	0.3479305382024071	Down
map04360 Axon guidance	A0A8V0ZMM6	K10031	0.5794076474750331	Down
map04360 Axon guidance	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04360 Axon guidance	Q0PVE4	K06093	0.5928014316102238	Down
map04360 Axon guidance	A0A1D5NW03	K07522	0.15815267196977711	Down
map04360 Axon guidance	A0A1D5PFR3	K06841	0.5561781161605464	Down
map04360 Axon guidance	A0A1L1RM08	K12757	1.6904592761352455	Up
map04360 Axon guidance	A0A3Q2TWG9	K06843	0.5561947498440561	Down
map04360 Axon guidance	A0A3Q3A4U3	K06753	0.5651331921898267	Down
map04360 Axon guidance	A0A8V0YSE9	K16621	0.5756631081132482	Down
map04360 Axon guidance	A0A8V0Z857	K23096	0.6282030866335337	Down
map04360 Axon guidance	A0A8V0ZB91	K06529	0.4776947845951082	Down
map04360 Axon guidance	A0A8V1A9S3	K06840	0.6071372595848851	Down
map04392 Hippo signaling pathway - multiple species	A0A8V0X381	K16507	0.5517208835341366	Down
map04392 Hippo signaling pathway - multiple species	A0A8V0YJI7	K08960	0.3015736177768628	Down
map04392 Hippo signaling pathway - multiple species	A0A1D5P9D0	K06685	0.5887236204340657	Down
map04514 Cell adhesion molecules	Q03696	K06550	0.3086767465357968	Down
map04514 Cell adhesion molecules	A0A8V0XRC4	K06793	0.29489608020323616	Down
map04514 Cell adhesion molecules	A0A3Q2UGT3	K06736	0.6334910688329726	Down
map04514 Cell adhesion molecules	A0A8V0X8D5	K06751	0.5769382201884631	Down
map04514 Cell adhesion molecules	A0A8V0X8Q3	K06751	1.644184655538035	Up
map04514 Cell adhesion molecules	A0A8V0Y0T2	K05689	0.6574414066893093	Down
map04514 Cell adhesion molecules	A0A8V0ZI29	K05695	0.6112226484306437	Down
map04514 Cell adhesion molecules	A0A1D5NW03	K07522	0.15815267196977711	Down
map04514 Cell adhesion molecules	A0A1D5PZV7	K06087	0.5422510716472749	Down
map04514 Cell adhesion molecules	A0A3Q3A7M3	K06520	0.5342873079068337	Down
map04514 Cell adhesion molecules	A0A8V0XRT4	K06770	0.5697030492468044	Down
map04514 Cell adhesion molecules	A0A8V0Y4R7	K06520	0.5868854647711369	Down
map04670 Leukocyte transendothelial migration	A0A1D5NYE8	K02105	1.6914007890894402	Up
map04670 Leukocyte transendothelial migration	A0A1D5NYK7	K05763	0.6509165427884096	Down
map04670 Leukocyte transendothelial migration	A0A1D5PIQ5	K04441	1.5264758560763243	Up
map04670 Leukocyte transendothelial migration	A0A3Q3ACS4	K02649	0.5726021735738295	Down
map04670 Leukocyte transendothelial migration	Q90611	K01398	0.5772206809993623	Down
map04670 Leukocyte transendothelial migration	Q90694	K04393	0.665238608510764	Down
map04670 Leukocyte transendothelial migration	A0A8V0XE48	K17388	2.701392795980169	Up
map04670 Leukocyte transendothelial migration	A0A3Q2U1A5	K05690	1.8168092646166565	Up
map04670 Leukocyte transendothelial migration	A0A8V0XPN3	K08007	0.5291244998180162	Down
map04670 Leukocyte transendothelial migration	A0A8V0XTR4	K05691	1.7332910001221151	Up
map04670 Leukocyte transendothelial migration	A0A8V0Y5A6	K05699	1.5183379370680927	Up
map04670 Leukocyte transendothelial migration	A0A8V0Z8U4	K04392	0.609637907775325	Down
map04670 Leukocyte transendothelial migration	A0A8V0ZD41	K05699	2.0071766604002037	Up
map04670 Leukocyte transendothelial migration	A0A8V0ZMM6	K10031	0.5794076474750331	Down
map04670 Leukocyte transendothelial migration	A0A8V0ZZZ5	K06514	1.6868511184844266	Up
map04670 Leukocyte transendothelial migration	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04670 Leukocyte transendothelial migration	A0A1D5PZV7	K06087	0.5422510716472749	Down
map04670 Leukocyte transendothelial migration	A0A1L1RM08	K12757	1.6904592761352455	Up
map04670 Leukocyte transendothelial migration	A0A3Q3A7M3	K06520	0.5342873079068337	Down
map04670 Leukocyte transendothelial migration	A0A8V0XWR2	K05691	3.4702733845038747	Up
map04670 Leukocyte transendothelial migration	A0A8V0Y4R7	K06520	0.5868854647711369	Down
map04725 Cholinergic synapse	A0A1D5NZL7	K05858	0.534340416963346	Down
map04725 Cholinergic synapse	A0A3Q3ACS4	K02649	0.5726021735738295	Down
map04725 Cholinergic synapse	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04725 Cholinergic synapse	A0A8V0XY43	K08041	0.5761072141837285	Down
map04725 Cholinergic synapse	A0A8V0ZY91	K04926	0.5107267877979663	Down
map04725 Cholinergic synapse	A0A1L1RWI9	K05869	0.5409684697997795	Down
map04725 Cholinergic synapse	A0A8V0XB58	K04515	0.5508747104577696	Down
map04725 Cholinergic synapse	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04725 Cholinergic synapse	R4GKD1	K04542	0.4049756651412668	Down
map04745 Phototransduction - fly	A0A1D5NZL7	K05858	0.534340416963346	Down
map04745 Phototransduction - fly	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04745 Phototransduction - fly	A0A8V0ZTS7	K00910	0.4862984177316062	Down
map04745 Phototransduction - fly	A0A8V0XB58	K04515	0.5508747104577696	Down
map04745 Phototransduction - fly	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04911 Insulin secretion	A0A1D5NZL7	K05858	0.534340416963346	Down
map04911 Insulin secretion	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04911 Insulin secretion	A0A8V0XY43	K08041	0.5761072141837285	Down
map04911 Insulin secretion	A0A8V1AB67	K07882	0.3816493104418801	Down
map04911 Insulin secretion	A0A8V0XB58	K04515	0.5508747104577696	Down
map04911 Insulin secretion	A0A8V0XTC5	K01540	3.729093797972357	Up
map04911 Insulin secretion	A0A8V0ZX92	K01539	2.8361394635316985	Up
map04911 Insulin secretion	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04925 Aldosterone synthesis and secretion	A0A1D5NZL7	K05858	0.534340416963346	Down
map04925 Aldosterone synthesis and secretion	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04925 Aldosterone synthesis and secretion	A0A8V0XRQ6	K06070	0.6281021626345835	Down
map04925 Aldosterone synthesis and secretion	A0A8V0XY43	K08041	0.5761072141837285	Down
map04925 Aldosterone synthesis and secretion	A0A1L1RWI9	K05869	0.5409684697997795	Down
map04925 Aldosterone synthesis and secretion	A0A8V0XB58	K04515	0.5508747104577696	Down
map04925 Aldosterone synthesis and secretion	A0A8V0XTC5	K01540	3.729093797972357	Up
map04925 Aldosterone synthesis and secretion	A0A8V0ZX92	K01539	2.8361394635316985	Up
map04925 Aldosterone synthesis and secretion	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04925 Aldosterone synthesis and secretion	A0A8V0XKR3	K08794	0.39493847364973533	Down
map04970 Salivary secretion	A0A1D5NZL7	K05858	0.534340416963346	Down
map04970 Salivary secretion	P00698	K13915	0.12717540876852312	Down
map04970 Salivary secretion	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04970 Salivary secretion	A0A8V0X354	K13240	2.0362434396881137	Up
map04970 Salivary secretion	A0A8V0XY43	K08041	0.5761072141837285	Down
map04970 Salivary secretion	A0A8V0XTC5	K01540	3.729093797972357	Up
map04970 Salivary secretion	A0A8V0Y5N7	K18152	0.5004122166893582	Down
map04970 Salivary secretion	A0A8V0ZLV3	K01176	0.2440198821245304	Down
map04970 Salivary secretion	A0A8V0ZX92	K01539	2.8361394635316985	Up
map04970 Salivary secretion	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04970 Salivary secretion	A0A1D5PPU2	K10951	6.471448245670037	Up
map04970 Salivary secretion	A0A8V0XEL0	K13912	2.4692320068272275	Up
map04970 Salivary secretion	A0A8V0XR98	K13912	0.03530320207556329	Down
map04970 Salivary secretion	A0A8V1A1T7	K13908	0.03172139812013726	Down
map04971 Gastric acid secretion	A0A1D5NZL7	K05858	0.534340416963346	Down
map04971 Gastric acid secretion	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04971 Gastric acid secretion	A0A8V0XY43	K08041	0.5761072141837285	Down
map04971 Gastric acid secretion	A0A8V0ZY91	K04926	0.5107267877979663	Down
map04971 Gastric acid secretion	A0A8V0XB58	K04515	0.5508747104577696	Down
map04971 Gastric acid secretion	A0A8V0XPN3	K08007	0.5291244998180162	Down
map04971 Gastric acid secretion	A0A8V0XTC5	K01540	3.729093797972357	Up
map04971 Gastric acid secretion	A0A8V0YLT1	K18245	0.2248288587655465	Down
map04971 Gastric acid secretion	A0A8V0ZX92	K01539	2.8361394635316985	Up
map04971 Gastric acid secretion	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04972 Pancreatic secretion	A0A1D5NZL7	K05858	0.534340416963346	Down
map04972 Pancreatic secretion	A0A1L1RKB7	K05853	1.9617422968538	Up
map04972 Pancreatic secretion	A0A1D5NYS2	K13575	2.0092971351728117	Up
map04972 Pancreatic secretion	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04972 Pancreatic secretion	A0A8V0XR66	K01047	0.5385760917557162	Down
map04972 Pancreatic secretion	A0A8V0XY43	K08041	0.5761072141837285	Down
map04972 Pancreatic secretion	A0A8V0ZE99	K01047	0.451071691533524	Down
map04972 Pancreatic secretion	A0A8V0ZY91	K04926	0.5107267877979663	Down
map04972 Pancreatic secretion	A0A8V0XTC5	K01540	3.729093797972357	Up
map04972 Pancreatic secretion	A0A8V0Y5N7	K18152	0.5004122166893582	Down
map04972 Pancreatic secretion	A0A8V0YLT1	K18245	0.2248288587655465	Down
map04972 Pancreatic secretion	A0A8V0Z8U4	K04392	0.609637907775325	Down
map04972 Pancreatic secretion	A0A8V0ZLV3	K01176	0.2440198821245304	Down
map04972 Pancreatic secretion	A0A8V0ZX92	K01539	2.8361394635316985	Up
map04972 Pancreatic secretion	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04972 Pancreatic secretion	A0A1D5PPU2	K10951	6.471448245670037	Up
